Date,TripID,Kolb2Wil,Wil2Cray,Cray2Rose,Rose2Swan,Swan2Col,Col2Alv
6/16/2014,325,,,69,51,,
6/16/2014,3251,,,48,71,,
6/16/2014,3252,,,,,36,100
6/16/2014,3254,113,119,,,,100
6/16/2014,3258,,83,,,,
6/16/2014,3263,94,,,,,
6/16/2014,3271,,,56,67,84,
6/16/2014,3273,93,,,,,
6/16/2014,3276,112,113,,,,
6/16/2014,3282,,,,80,373,
6/16/2014,3284,,115,,,,
6/16/2014,3299,,97,56,53,,
6/16/2014,33,,127,54,75,56,92
6/16/2014,3303,,161,55,71,,
6/16/2014,3309,,,,87,60,53
6/16/2014,3310,,,,,53,143
6/16/2014,3319,,137,59,,,
6/16/2014,3322,,,,83,,
6/16/2014,3324,,,84,110,,
6/16/2014,3325,,,,,71,73
6/16/2014,3326,,,,91,61,111
6/16/2014,3327,,,,63,50,
6/16/2014,3328,,,,,88,
6/16/2014,3330,,,,98,38,
6/16/2014,334,,,,,64,
6/16/2014,34,,,,,96,
6/16/2014,340,,,,60,,
6/16/2014,342,,,,121,,
6/16/2014,344,,,,,103,
6/16/2014,351,,,,115,,
6/16/2014,357,355,,,106,,
6/16/2014,36,,,,110,64,
6/16/2014,360,,,,79,,
6/16/2014,361,,,,,45,
6/16/2014,366,,,,64,45,
6/16/2014,368,,,,103,,
6/16/2014,370,,,46,106,129,
6/16/2014,377,,,,,56,60
6/16/2014,383,,,,75,,
6/16/2014,384,,157,58,75,64,
6/16/2014,385,,,268,87,53,
6/16/2014,386,,,,75,49,
6/16/2014,398,,,,68,,
6/16/2014,40,,128,46,83,41,
6/16/2014,403,,,,57,52,
6/16/2014,406,,,45,118,,
6/16/2014,415,,,52,98,49,
6/16/2014,42,,,,,,103
6/16/2014,422,,,,82,,
6/16/2014,427,,,,,99,
6/16/2014,429,,,,,45,
6/16/2014,441,,,49,64,,
6/16/2014,442,,,,141,44,347
6/16/2014,446,194,120,42,79,21,
6/16/2014,447,82,120,297,,,
6/16/2014,46,100,,,,,
6/16/2014,460,,,91,,,
6/16/2014,462,,,431,40,192,
6/16/2014,464,,,66,71,52,
6/16/2014,471,,,,98,,
6/16/2014,475,,,,90,,
6/16/2014,478,105,,,,,
6/16/2014,480,,168,,,,
6/16/2014,482,,,52,,,
6/16/2014,483,,,50,55,,
6/16/2014,488,,,,87,,
6/16/2014,49,,117,,,,
6/16/2014,490,,,,75,435,74
6/16/2014,502,,109,,,,
6/16/2014,504,,126,,,,
6/16/2014,51,,195,48,87,,
6/16/2014,512,93,128,56,,,
6/16/2014,514,,,61,79,68,92
6/16/2014,515,,,,,,151
6/16/2014,518,,,,71,68,77
6/16/2014,519,,126,60,90,,
6/16/2014,521,,,,,91,
6/16/2014,523,,,,61,,
6/16/2014,527,,149,56,79,53,69
6/16/2014,530,,,,,111,
6/16/2014,531,185,140,131,86,,
6/16/2014,54,,139,74,63,68,70
6/16/2014,540,,,57,322,,
6/16/2014,542,74,143,,,,
6/16/2014,548,,,,71,,
6/16/2014,550,,,,134,,
6/16/2014,556,,,55,,,
6/16/2014,559,91,,,,,
6/16/2014,56,,,67,79,64,
6/16/2014,566,,,,121,65,
6/16/2014,567,,,,70,,
6/16/2014,570,,,50,98,,
6/16/2014,571,,,,90,,
6/16/2014,572,,,,71,,
6/16/2014,58,124,,,,,
6/16/2014,582,,,,102,60,
6/16/2014,583,,,,,64,66
6/16/2014,586,,,,,67,
6/16/2014,593,97,124,,,,
6/16/2014,595,101,120,116,98,45,77
6/16/2014,604,,,,,56,
6/16/2014,610,,,,,54,
6/16/2014,616,,,43,68,72,
6/16/2014,622,,,,,52,
6/16/2014,624,,,,,56,
6/16/2014,625,,123,86,,,
6/16/2014,626,,,,,65,
6/16/2014,63,102,,,,,
6/16/2014,633,,,,,60,
6/16/2014,635,102,116,381,83,,
6/16/2014,64,,,489,75,,
6/16/2014,641,,,,64,,
6/16/2014,647,108,159,,,,
6/16/2014,65,,,,,65,73
6/16/2014,651,,,310,396,,
6/16/2014,655,,116,51,90,73,
6/16/2014,657,,139,,,45,
6/16/2014,66,,,,,,62
6/16/2014,663,,,110,118,,
6/16/2014,665,139,132,57,56,60,82
6/16/2014,668,,112,54,71,,
6/16/2014,67,,,61,106,,
6/16/2014,675,,,,75,69,84
6/16/2014,68,,,,,,69
6/16/2014,686,,,64,72,68,
6/16/2014,694,,,,,48,
6/16/2014,699,85,114,48,68,61,
6/16/2014,70,,,,113,,
6/16/2014,702,155,132,,,,
6/16/2014,704,,,,98,,
6/16/2014,705,,,50,,,
6/16/2014,71,,,66,94,52,82
6/16/2014,715,93,,,,,
6/16/2014,719,,,,72,56,
6/16/2014,722,,,,,61,
6/16/2014,728,,,,149,,
6/16/2014,736,,,,56,45,
6/16/2014,738,100,118,52,79,61,66
6/16/2014,74,,168,55,56,88,
6/16/2014,740,98,,,,,
6/16/2014,742,,,,63,,
6/16/2014,747,,,,,41,116
6/16/2014,753,93,,,,,
6/16/2014,76,78,267,,,,
6/16/2014,760,97,121,52,60,49,
6/16/2014,762,,,,,50,
6/16/2014,765,,,,138,,
6/16/2014,767,,,,75,,
6/16/2014,772,523,126,51,,,99
6/16/2014,775,,,,95,,
6/16/2014,784,,100,108,94,,
6/16/2014,787,,,48,83,,
6/16/2014,79,,136,57,75,53,
6/16/2014,793,,,,,79,
6/16/2014,8,,,60,41,,
6/16/2014,80,,134,51,237,50,58
6/16/2014,800,,,,76,53,
6/16/2014,804,,,,74,,
6/16/2014,805,,,83,91,,
6/16/2014,812,,144,,,,
6/16/2014,813,,,,129,,
6/16/2014,817,,,,,509,
6/16/2014,820,,,,,95,
6/16/2014,836,,,,63,57,74
6/16/2014,839,,,,121,64,
6/16/2014,845,,,,,59,
6/16/2014,849,,,,79,590,
6/16/2014,85,,153,44,105,,
6/16/2014,851,,,,,,61
6/16/2014,852,,,,83,,
6/16/2014,854,,,,113,,
6/16/2014,855,,,,79,,
6/16/2014,858,,,51,79,57,
6/16/2014,860,,,,,76,
6/16/2014,862,136,,,,,
6/16/2014,878,,,72,109,,
6/16/2014,88,101,112,50,67,60,104
6/16/2014,884,,,,68,,
6/16/2014,887,101,125,41,87,41,81
6/16/2014,889,94,127,50,87,48,
6/16/2014,892,,151,58,71,,
6/16/2014,896,,,56,102,,
6/16/2014,897,,112,61,79,,
6/16/2014,900,,193,,,,
6/16/2014,904,,168,60,75,49,85
6/16/2014,906,,,,106,57,127
6/16/2014,908,,160,56,,,
6/16/2014,922,,,74,64,,
6/16/2014,923,182,,,,,
6/16/2014,932,,,,76,,
6/16/2014,934,,,,,88,
6/16/2014,935,,,,,61,89
6/16/2014,936,,,,,269,
6/16/2014,938,,229,265,,,
6/16/2014,944,,,,,492,
6/16/2014,945,347,,,67,56,
6/16/2014,947,96,,,,,
6/16/2014,948,,,,,50,
6/16/2014,950,,,,,,65
6/16/2014,952,,,,,,54
6/16/2014,953,105,117,114,,,
6/16/2014,954,,,,,,112
6/16/2014,956,,,,157,,
6/16/2014,959,,,92,136,,
6/16/2014,962,189,,,,,
6/16/2014,973,,,52,,,
6/16/2014,98,97,,,,,
6/16/2014,984,,,,,83,
6/16/2014,986,,,,72,,
6/16/2014,988,,,,,53,
6/16/2014,995,,,,,68,89
6/17/2014,10,,,58,65,44,121
6/17/2014,1013,,,,176,,
6/17/2014,1018,,,,122,,
6/17/2014,102,,,,,,103
6/17/2014,1020,,,,73,67,
6/17/2014,1027,,177,44,83,57,
6/17/2014,1029,,,49,86,58,89
6/17/2014,1031,,,106,106,62,
6/17/2014,1039,85,117,56,55,61,98
6/17/2014,1041,,111,,,,
6/17/2014,1042,,,,179,,
6/17/2014,1045,,,,,71,
6/17/2014,1047,,,56,83,64,79
6/17/2014,105,,,,95,,
6/17/2014,1054,75,,,,,
6/17/2014,1058,,130,53,54,63,
6/17/2014,1062,,109,,,,
6/17/2014,1067,,,,113,,
6/17/2014,1069,298,,,,,
6/17/2014,1070,,,110,,,
6/17/2014,1073,,,51,88,69,77
6/17/2014,1077,,,,104,,
6/17/2014,1079,,,,,54,53
6/17/2014,1083,,,56,67,,
6/17/2014,1089,104,,,,,
6/17/2014,109,,125,52,71,60,79
6/17/2014,1097,,,,,89,
6/17/2014,1098,,,,64,60,
6/17/2014,1100,,,51,64,72,
6/17/2014,1102,,,,,94,
6/17/2014,1106,91,122,56,79,,
6/17/2014,1107,459,135,,,,
6/17/2014,111,,89,61,43,65,66
6/17/2014,1118,106,122,56,59,66,
6/17/2014,1121,,145,45,83,,
6/17/2014,1124,,,,86,,
6/17/2014,113,,,,,,70
6/17/2014,1131,,,,,48,
6/17/2014,114,,,,,71,67
6/17/2014,1141,117,,,,,
6/17/2014,1142,,141,,,,
6/17/2014,1149,,,66,451,,
6/17/2014,1152,,,,104,51,
6/17/2014,1155,101,,,,,
6/17/2014,1157,85,217,52,,,
6/17/2014,1159,,,114,83,,
6/17/2014,116,135,,,,,
6/17/2014,1162,,,,102,,
6/17/2014,1167,,,60,75,62,104
6/17/2014,1169,89,,,,,
6/17/2014,117,,,,,,117
6/17/2014,1178,,,,,72,
6/17/2014,1180,105,261,,,48,
6/17/2014,1186,101,,,,,
6/17/2014,119,,159,59,68,,
6/17/2014,1191,89,,,57,52,
6/17/2014,1201,,,82,,,
6/17/2014,1208,,114,51,72,,
6/17/2014,1209,,,,69,,
6/17/2014,1210,,161,,,,
6/17/2014,1214,,,,156,77,61
6/17/2014,1216,,99,,,,
6/17/2014,1220,,,70,84,52,
6/17/2014,1223,,,57,90,,
6/17/2014,1224,,,,,,55
6/17/2014,1231,,,,,44,93
6/17/2014,1232,114,161,,,,
6/17/2014,1235,,,,,87,
6/17/2014,1236,,,,,238,97
6/17/2014,1238,,,51,76,48,
6/17/2014,1239,,,,323,56,
6/17/2014,1244,,,,67,,
6/17/2014,1248,,,,,420,
6/17/2014,1249,,,314,,,
6/17/2014,1254,,,54,73,,
6/17/2014,1255,,,,111,,
6/17/2014,1258,,,,,85,
6/17/2014,1259,,,,126,56,
6/17/2014,1263,91,122,60,102,,
6/17/2014,1264,,,,103,,
6/17/2014,1270,,,,94,,
6/17/2014,1278,,,,,,78
6/17/2014,1283,,161,,,,
6/17/2014,1288,,,,73,,
6/17/2014,1292,,,52,91,56,
6/17/2014,1297,,,,,,67
6/17/2014,130,,,,67,47,
6/17/2014,1300,,,,68,,
6/17/2014,1302,,,,103,,
6/17/2014,1305,,91,107,,,
6/17/2014,1310,,159,,,,
6/17/2014,1312,105,,,67,,
6/17/2014,1318,,133,52,56,,
6/17/2014,1319,,,60,86,57,86
6/17/2014,1320,,,61,143,,
6/17/2014,1321,,,60,64,56,
6/17/2014,1325,,145,,,,
6/17/2014,1328,,92,77,77,63,78
6/17/2014,1336,,,51,96,49,
6/17/2014,1340,,,,63,,
6/17/2014,1342,,153,56,60,69,70
6/17/2014,1345,,,51,60,73,70
6/17/2014,1348,,,,,53,
6/17/2014,1349,164,134,52,72,54,
6/17/2014,1351,,,61,162,225,
6/17/2014,1355,,,,,,148
6/17/2014,1364,,,,,,87
6/17/2014,1367,85,129,55,,,
6/17/2014,1371,,,70,,,
6/17/2014,1372,,,,,71,
6/17/2014,1373,127,92,,,,
6/17/2014,1376,,101,107,,,
6/17/2014,1378,109,126,53,66,48,81
6/17/2014,1379,140,126,,,,
6/17/2014,1382,,,,,96,
6/17/2014,1389,,161,53,67,54,93
6/17/2014,139,202,,,,,
6/17/2014,1390,,,,,,109
6/17/2014,1396,,,562,,,
6/17/2014,1399,,,,,72,94
6/17/2014,140,,100,,,,
6/17/2014,1401,,,,44,57,101
6/17/2014,1403,,,120,,,
6/17/2014,1408,,,,,,89
6/17/2014,1409,,,,79,,
6/17/2014,1418,,,,64,102,83
6/17/2014,1425,85,129,56,67,60,
6/17/2014,1432,162,132,,,,
6/17/2014,144,143,146,,,,
6/17/2014,1444,,,59,76,71,
6/17/2014,1446,,,,89,,
6/17/2014,1448,,,,203,,
6/17/2014,1449,,125,,,,
6/17/2014,145,162,,,,,
6/17/2014,1457,94,,,,,
6/17/2014,1465,,,67,,,
6/17/2014,1466,,,62,100,,
6/17/2014,1467,,153,57,70,,
6/17/2014,1468,,,,68,,
6/17/2014,1472,,,,103,,
6/17/2014,1473,,,,,64,
6/17/2014,1480,,,52,106,,
6/17/2014,1481,,157,144,,,
6/17/2014,1483,,,71,,,
6/17/2014,1485,,,63,72,,
6/17/2014,1488,,,66,,,
6/17/2014,149,94,119,48,67,54,53
6/17/2014,1490,,,,,,69
6/17/2014,1492,,,,74,,
6/17/2014,1504,,,,73,90,
6/17/2014,1510,,,58,96,51,
6/17/2014,1518,,,,87,,
6/17/2014,1519,,,,,42,
6/17/2014,1520,,,49,,,
6/17/2014,1531,128,,,,,
6/17/2014,1534,94,,,,,
6/17/2014,1541,,,,,91,
6/17/2014,1548,,,,,,109
6/17/2014,1549,,,,,64,
6/17/2014,155,,146,86,95,54,89
6/17/2014,1555,,,52,74,62,
6/17/2014,156,,,,,78,74
6/17/2014,1560,,98,438,86,76,
6/17/2014,1561,,,,78,,
6/17/2014,1564,,,,183,,
6/17/2014,1566,,,,,,101
6/17/2014,1569,97,107,61,66,51,
6/17/2014,1573,,,59,49,,
6/17/2014,1579,96,,,,,
6/17/2014,1581,,,,,40,94
6/17/2014,1582,,,,,,121
6/17/2014,1600,,,,,,126
6/17/2014,1603,,,90,137,,
6/17/2014,1605,,,56,,,
6/17/2014,1606,,,,114,,
6/17/2014,161,,,,,75,55
6/17/2014,1610,105,,,,,
6/17/2014,1615,,,,,65,
6/17/2014,1620,,,,113,,
6/17/2014,1623,,,,63,,
6/17/2014,1627,,,66,,,
6/17/2014,1634,,,,45,,
6/17/2014,1636,,,,,41,71
6/17/2014,1639,,,56,,,
6/17/2014,1642,,224,,,,
6/17/2014,1646,,,57,,,
6/17/2014,1648,,142,69,61,,
6/17/2014,1651,,,,,54,
6/17/2014,1654,,,,115,69,
6/17/2014,1656,,,57,78,,
6/17/2014,1662,,,,59,,
6/17/2014,1667,,,,105,,
6/17/2014,1672,,,,110,,
6/17/2014,1680,,,,94,,
6/17/2014,1682,,,,97,73,
6/17/2014,169,,,,,,66
6/17/2014,1691,,,,104,,
6/17/2014,1695,,107,52,63,50,
6/17/2014,1696,,,,,62,
6/17/2014,17,,130,49,77,59,81
6/17/2014,1703,,113,68,63,,
6/17/2014,1711,,,,80,,
6/17/2014,1713,,,,67,,
6/17/2014,1715,,,,,58,
6/17/2014,1717,,,,,55,
6/17/2014,1719,124,,,,,
6/17/2014,1722,,,,,42,
6/17/2014,1725,,,,60,,
6/17/2014,1727,,,,83,,
6/17/2014,1735,108,,,,,
6/17/2014,1739,,,94,,,
6/17/2014,1740,,,,95,44,
6/17/2014,1742,,,,,102,
6/17/2014,1746,97,126,50,73,67,62
6/17/2014,175,119,,,,,
6/17/2014,1754,,183,52,86,,
6/17/2014,1765,,,47,,,
6/17/2014,1772,,,,44,,
6/17/2014,1776,,125,60,63,60,
6/17/2014,1778,,132,,,,
6/17/2014,1779,,,,90,45,90
6/17/2014,1787,,,55,68,,
6/17/2014,179,89,121,49,74,,
6/17/2014,1790,,130,,,,
6/17/2014,1795,85,129,55,88,60,66
6/17/2014,1800,237,250,118,121,178,
6/17/2014,1802,,,53,77,,
6/17/2014,1810,90,122,53,70,47,70
6/17/2014,1813,,164,51,72,52,74
6/17/2014,1814,,,61,533,68,
6/17/2014,1824,,,,,93,66
6/17/2014,1826,,,597,98,,
6/17/2014,1827,113,,,,,
6/17/2014,1828,102,,,,,
6/17/2014,1836,,,,,55,663
6/17/2014,1842,143,,,61,,
6/17/2014,1848,,,,86,,
6/17/2014,1854,,,46,101,54,81
6/17/2014,1855,,,,,47,143
6/17/2014,1856,,,140,103,65,
6/17/2014,1857,,,45,109,63,77
6/17/2014,1863,109,118,61,86,,
6/17/2014,1868,101,141,58,,,
6/17/2014,1869,81,,,,,
6/17/2014,187,,,769,589,,
6/17/2014,1875,124,,,,,
6/17/2014,1877,,,,,57,
6/17/2014,1878,,,,,,49
6/17/2014,1879,98,111,60,63,66,99
6/17/2014,1880,100,129,63,57,,
6/17/2014,1883,,,67,,,
6/17/2014,1895,,141,50,73,,
6/17/2014,1897,87,,,,,
6/17/2014,1898,,185,449,114,,
6/17/2014,1899,,,,,,82
6/17/2014,190,94,130,49,71,50,62
6/17/2014,1904,,,,149,,
6/17/2014,1907,,130,52,80,49,57
6/17/2014,1914,,113,493,90,75,
6/17/2014,192,,,55,87,,
6/17/2014,1920,73,,,,,
6/17/2014,1921,,203,,,,
6/17/2014,1926,,153,62,65,,
6/17/2014,1934,,,62,76,64,55
6/17/2014,1942,102,,,,,
6/17/2014,1943,,118,,,,
6/17/2014,1948,491,,,,,
6/17/2014,1951,,,,418,,
6/17/2014,1952,,,47,,,
6/17/2014,1953,,,,65,,
6/17/2014,1954,,84,48,,,
6/17/2014,196,98,254,,,,
6/17/2014,1960,,,,,92,316
6/17/2014,1961,96,105,56,66,70,47
6/17/2014,1963,90,,,76,61,
6/17/2014,1966,,,,,79,117
6/17/2014,1969,97,113,64,63,45,
6/17/2014,197,,127,51,68,,
6/17/2014,1972,,177,55,115,,
6/17/2014,1973,101,,,,,
6/17/2014,1974,96,,,,,
6/17/2014,1977,,,55,83,58,50
6/17/2014,1978,,148,,,,
6/17/2014,1979,,145,55,76,56,55
6/17/2014,1982,108,,,,,
6/17/2014,1983,,,,111,65,
6/17/2014,1992,104,158,,,,
6/17/2014,1993,86,,,,,
6/17/2014,1996,94,,,,,
6/17/2014,1998,108,129,59,64,64,74
6/17/2014,2001,,,59,,,
6/17/2014,2009,,,,,279,86
6/17/2014,2016,,134,52,75,50,62
6/17/2014,202,,,,95,66,69
6/17/2014,2020,97,120,60,71,49,
6/17/2014,2022,182,132,49,70,64,
6/17/2014,2024,104,99,598,100,98,67
6/17/2014,2025,,,,65,59,
6/17/2014,2032,,,,83,,
6/17/2014,2037,,,48,109,,
6/17/2014,2039,,,,,48,259
6/17/2014,2044,,,,69,51,69
6/17/2014,206,,129,63,61,59,70
6/17/2014,2066,,,,,238,79
6/17/2014,2068,,,,,,90
6/17/2014,2080,,,,,72,
6/17/2014,2085,,,,,60,67
6/17/2014,209,,,454,94,79,114
6/17/2014,2091,,,79,,,
6/17/2014,2095,,109,82,84,67,
6/17/2014,2097,,,,63,,
6/17/2014,2100,,,,122,,
6/17/2014,2101,,,,80,,
6/17/2014,2102,,,,508,,
6/17/2014,2109,,,,191,,
6/17/2014,2112,,,,144,,
6/17/2014,2115,266,172,174,192,,
6/17/2014,2118,,,275,122,,
6/17/2014,212,,,,,,57
6/17/2014,2120,,,,67,,
6/17/2014,2123,,,,136,,
6/17/2014,2127,,,49,86,,
6/17/2014,213,,,,,,112
6/17/2014,2135,,,49,62,59,
6/17/2014,2137,,,,65,,
6/17/2014,2138,,157,58,72,,
6/17/2014,214,,,,,71,124
6/17/2014,2144,,,,,,43
6/17/2014,2148,,,,,88,
6/17/2014,2149,342,,,,,
6/17/2014,2156,111,129,,,,79
6/17/2014,2159,,395,52,71,49,62
6/17/2014,216,,,,,,104
6/17/2014,2164,,,66,72,48,78
6/17/2014,2166,,,185,81,51,69
6/17/2014,2167,,,,,45,55
6/17/2014,2168,,122,523,121,,
6/17/2014,2170,125,,,,,
6/17/2014,2171,,,68,75,46,
6/17/2014,2173,89,,,,,
6/17/2014,2174,,,60,44,76,47
6/17/2014,2184,,,,56,50,77
6/17/2014,2187,89,,,,,
6/17/2014,2188,,,60,,,
6/17/2014,2190,117,,,,,
6/17/2014,2196,116,,,,,
6/17/2014,2199,88,162,,,,
6/17/2014,22,,,,696,,
6/17/2014,2205,,,60,55,61,55
6/17/2014,2206,,,46,70,,
6/17/2014,221,,114,,,,
6/17/2014,2210,100,144,,,,
6/17/2014,2217,,,,39,66,
6/17/2014,2219,,,55,73,53,
6/17/2014,2220,,,45,82,47,
6/17/2014,2223,,,,64,67,98
6/17/2014,2232,,,,,81,52
6/17/2014,2243,93,145,,,,
6/17/2014,2246,,,,122,,
6/17/2014,2247,,,96,73,,
6/17/2014,2249,,,,79,,
6/17/2014,2251,,144,71,,,
6/17/2014,2254,,,,65,55,56
6/17/2014,2259,,,51,72,,
6/17/2014,2261,,,,,41,43
6/17/2014,2271,,134,56,,,65
6/17/2014,2287,,,584,,,
6/17/2014,2292,,157,,,,
6/17/2014,2293,,137,50,77,55,78
6/17/2014,2300,,,57,66,,
6/17/2014,2307,,,53,106,54,
6/17/2014,2308,,,,,74,82
6/17/2014,231,,,,,,151
6/17/2014,2312,,,,,,54
6/17/2014,2313,267,,,,,
6/17/2014,2315,,142,49,81,63,
6/17/2014,2321,94,111,,,,
6/17/2014,2322,,,,99,54,77
6/17/2014,2325,85,,,,,
6/17/2014,2327,,,84,,,
6/17/2014,2328,,,,497,53,
6/17/2014,2330,,145,56,76,57,
6/17/2014,2333,,150,,,,
6/17/2014,2334,89,,,,,
6/17/2014,2336,,,44,63,,
6/17/2014,2337,,,,,56,86
6/17/2014,234,,141,59,84,,
6/17/2014,2342,,,,69,,
6/17/2014,2347,,,,113,64,62
6/17/2014,2357,,,,90,,
6/17/2014,2358,,458,,,,
6/17/2014,2368,81,141,48,,,
6/17/2014,2369,,,233,,,
6/17/2014,2371,,,,121,,
6/17/2014,2375,,,,,,101
6/17/2014,2377,,,,62,59,
6/17/2014,2378,,,186,,,
6/17/2014,2385,,,37,79,66,
6/17/2014,2386,266,,,179,,
6/17/2014,2387,96,106,67,63,,
6/17/2014,2389,93,,,,,
6/17/2014,239,,,493,109,45,78
6/17/2014,2390,,,510,,,
6/17/2014,2393,81,121,60,59,57,82
6/17/2014,2394,162,141,51,72,,
6/17/2014,2399,85,,,,,
6/17/2014,240,,148,63,64,60,75
6/17/2014,2406,101,126,,,,
6/17/2014,2408,,,,310,,
6/17/2014,2411,90,118,50,62,74,57
6/17/2014,2413,,,74,103,50,77
6/17/2014,2415,96,156,,,,
6/17/2014,2416,,,,76,,
6/17/2014,2421,,,55,103,,
6/17/2014,2426,,,,,,58
6/17/2014,2430,,,,,50,74
6/17/2014,2437,85,,,,,
6/17/2014,2439,,80,41,63,54,81
6/17/2014,2440,93,129,55,61,67,75
6/17/2014,2442,,,55,107,,
6/17/2014,2446,,99,53,59,47,
6/17/2014,2448,,,,,65,77
6/17/2014,2449,120,252,56,390,89,
6/17/2014,2450,,,46,100,,
6/17/2014,2452,,96,,,,
6/17/2014,2457,128,,,,,
6/17/2014,247,,145,,,,
6/17/2014,2471,,,,105,,
6/17/2014,2475,97,148,,,,
6/17/2014,2476,87,169,,,,
6/17/2014,2477,,,,56,51,
6/17/2014,2478,85,121,63,57,67,78
6/17/2014,2481,85,,,,,
6/17/2014,2484,90,,,,,
6/17/2014,2485,,114,62,61,64,74
6/17/2014,249,,,,84,,
6/17/2014,2497,,,48,98,,
6/17/2014,2499,,,47,91,64,
6/17/2014,25,,163,,,,
6/17/2014,2500,83,157,,,,
6/17/2014,2502,,,48,87,71,
6/17/2014,2503,,,,,90,
6/17/2014,2505,,,,64,68,71
6/17/2014,2512,,,369,71,60,
6/17/2014,2516,,133,48,71,,
6/17/2014,2517,,,,,114,51
6/17/2014,2520,,,,,73,73
6/17/2014,2521,,,424,47,47,
6/17/2014,2523,97,137,,,,
6/17/2014,2525,,,,58,,
6/17/2014,2527,,,,,,125
6/17/2014,2528,,,,,,82
6/17/2014,2529,,,,,,58
6/17/2014,253,96,117,60,,,
6/17/2014,2532,,,58,100,,
6/17/2014,2536,,,,,,79
6/17/2014,254,,,,,54,54
6/17/2014,2542,,,,70,51,103
6/17/2014,2543,,,,,,65
6/17/2014,2548,124,,,,,
6/17/2014,2551,,,78,72,48,82
6/17/2014,2553,,103,48,,,
6/17/2014,2556,,,55,60,,
6/17/2014,2557,,,,107,75,58
6/17/2014,2567,86,118,73,,,
6/17/2014,257,,,,,102,78
6/17/2014,2571,129,130,53,63,77,57
6/17/2014,2573,82,121,259,88,44,
6/17/2014,2575,,151,53,82,68,348
6/17/2014,2576,,,47,99,65,119
6/17/2014,258,101,136,67,53,268,
6/17/2014,2580,,,,,,82
6/17/2014,2586,,,,,134,
6/17/2014,2589,148,138,,,,
6/17/2014,2590,,,,,,97
6/17/2014,2592,,,,96,61,
6/17/2014,2595,,,,,348,521
6/17/2014,2596,,,,,52,
6/17/2014,2599,,,52,75,110,
6/17/2014,26,,,,,79,63
6/17/2014,260,,138,56,,,
6/17/2014,2601,,94,56,,,
6/17/2014,2603,,138,55,73,49,
6/17/2014,2604,,130,48,83,65,
6/17/2014,2608,,,55,79,45,
6/17/2014,2611,,,63,145,,
6/17/2014,2612,131,,,,,
6/17/2014,2614,,145,563,,,
6/17/2014,2615,,104,40,83,46,57
6/17/2014,2616,,,,,61,
6/17/2014,2620,,503,64,52,,
6/17/2014,2622,,,,103,,
6/17/2014,2628,124,125,67,68,60,
6/17/2014,263,,,,70,44,55
6/17/2014,2631,,,51,68,64,82
6/17/2014,2635,,145,59,75,56,
6/17/2014,2638,,122,60,75,77,
6/17/2014,2641,,,51,72,,
6/17/2014,2644,,126,50,89,,
6/17/2014,2646,87,,,,,
6/17/2014,2648,,,,,,116
6/17/2014,265,,,49,113,,
6/17/2014,2653,,137,,,,
6/17/2014,2655,116,,,,,
6/17/2014,2656,,,176,,,
6/17/2014,2657,,142,53,74,47,85
6/17/2014,2660,,,63,76,59,
6/17/2014,2670,,144,,,,
6/17/2014,2673,265,289,132,315,,
6/17/2014,2676,,,,,60,
6/17/2014,2678,,300,53,120,,
6/17/2014,2679,97,118,,,,
6/17/2014,268,77,,,,,
6/17/2014,2682,,,,666,,
6/17/2014,2685,,,53,78,,
6/17/2014,2692,,,,,52,
6/17/2014,270,,100,,,,
6/17/2014,2700,,,,,,55
6/17/2014,2710,101,,,,,
6/17/2014,2712,,,42,96,56,
6/17/2014,2719,,,,87,,
6/17/2014,2720,,,,88,82,
6/17/2014,2724,,,47,80,,
6/17/2014,2725,,,,104,,
6/17/2014,2729,,,54,61,,
6/17/2014,2732,,,,174,,
6/17/2014,2733,,,,106,50,
6/17/2014,2734,,,,69,,
6/17/2014,2735,,,,,58,
6/17/2014,2736,,,57,47,,
6/17/2014,2743,,141,404,43,,
6/17/2014,2744,,,,,,116
6/17/2014,2747,113,99,,,,
6/17/2014,2748,,,,,,59
6/17/2014,2749,,,,89,59,
6/17/2014,2752,,,,70,,
6/17/2014,2762,,141,51,,,
6/17/2014,2763,,,55,80,,
6/17/2014,2764,,,,72,60,
6/17/2014,2766,89,,,,,
6/17/2014,2771,,,,114,64,
6/17/2014,2772,,429,,,,
6/17/2014,2773,,,,109,,
6/17/2014,2779,,,,66,,
6/17/2014,2781,,,,64,,
6/17/2014,2786,,,53,78,,
6/17/2014,279,94,,,,,
6/17/2014,2800,,,,,59,
6/17/2014,2811,,118,,,,
6/17/2014,2817,,,,88,71,
6/17/2014,2819,,,,,58,
6/17/2014,2820,,,58,68,,
6/17/2014,2830,,,,437,,
6/17/2014,2832,,,,56,,
6/17/2014,2835,,523,63,,,
6/17/2014,2837,,,,48,69,
6/17/2014,2839,,,,57,,
6/17/2014,2842,,,,70,,
6/17/2014,2843,,,,,67,
6/17/2014,2853,,,57,,,
6/17/2014,2854,,,,,60,
6/17/2014,2855,,,,56,,
6/17/2014,2856,,,,117,,
6/17/2014,2862,,,50,,,
6/17/2014,2878,,,,,84,
6/17/2014,2888,,,63,,,
6/17/2014,289,,,,,,73
6/17/2014,2895,,288,54,53,,
6/17/2014,2898,,,,72,48,
6/17/2014,291,,,,74,,
6/17/2014,2911,,,,,134,
6/17/2014,2912,,,,,80,
6/17/2014,2914,,,57,,,
6/17/2014,2915,108,137,,,,
