Date,TripID,Kolb2Wil,Wil2Cray,Cray2Rose,Rose2Swan,Swan2Col,Col2Alv
6/10/2014,0,96,,,,,
6/10/2014,1008,,,,68,58,
6/10/2014,1011,,,,108,339,
6/10/2014,1021,112,,,186,49,93
6/10/2014,1022,177,147,59,88,,
6/10/2014,1025,,,,,96,
6/10/2014,103,,,,79,,
6/10/2014,1033,,,163,97,,
6/10/2014,1041,,,,,,112
6/10/2014,1043,,173,,,,
6/10/2014,1059,,,,101,45,65
6/10/2014,106,,,,123,58,64
6/10/2014,1065,,,55,,,
6/10/2014,1067,,125,51,82,,
6/10/2014,1068,,,,104,,
6/10/2014,1075,,135,47,54,46,
6/10/2014,1080,,,,,84,
6/10/2014,1087,110,118,52,77,45,
6/10/2014,1089,95,,,,,
6/10/2014,1099,,139,,,,
6/10/2014,1100,,,,124,246,
6/10/2014,1107,,,,49,58,
6/10/2014,1109,177,135,,,,
6/10/2014,1110,,,,81,,
6/10/2014,1111,,,,,92,65
6/10/2014,1113,117,103,56,73,57,51
6/10/2014,1115,90,111,51,57,58,420
6/10/2014,1119,,,,76,59,
6/10/2014,1120,,,136,,,
6/10/2014,1126,,136,51,66,,
6/10/2014,1127,,,,,120,
6/10/2014,1138,,,,,81,
6/10/2014,114,,,,104,62,69
6/10/2014,1144,,,,81,53,
6/10/2014,1150,,98,,,,
6/10/2014,1152,90,,,,,
6/10/2014,1154,,,69,97,,
6/10/2014,1156,,,,,80,
6/10/2014,1162,,,,,53,89
6/10/2014,1163,,,,103,,
6/10/2014,1164,,,,,305,
6/10/2014,1165,108,136,,,,
6/10/2014,1170,,,,72,,
6/10/2014,1177,126,,,,,
6/10/2014,1179,,125,44,119,,
6/10/2014,1182,,,,89,,
6/10/2014,1187,,,,62,,
6/10/2014,1188,,,,,62,
6/10/2014,1190,106,124,52,84,108,
6/10/2014,1204,,177,51,,,
6/10/2014,1211,,,,107,,
6/10/2014,1214,,,47,,,
6/10/2014,1219,,166,48,76,66,55
6/10/2014,1222,,225,,,,
6/10/2014,1224,97,,,,,
6/10/2014,1225,,,51,77,,
6/10/2014,1228,,139,52,91,,
6/10/2014,1232,,152,,,,
6/10/2014,1235,84,197,67,95,,
6/10/2014,1237,,,,108,,
6/10/2014,1246,,,,76,77,54
6/10/2014,1249,,,,,65,69
6/10/2014,1251,,,,,50,63
6/10/2014,1255,,,51,,,
6/10/2014,1260,,,,,,89
6/10/2014,1262,,,,,,112
6/10/2014,1264,107,,,,,
6/10/2014,1266,,,,92,38,51
6/10/2014,1270,,118,47,85,42,
6/10/2014,128,,,,,43,50
6/10/2014,1284,,,,69,58,
6/10/2014,1288,112,,,,,
6/10/2014,129,,179,58,77,58,
6/10/2014,1295,157,,,,,
6/10/2014,1303,,,47,92,69,66
6/10/2014,131,,,,369,,
6/10/2014,1312,,,,84,,
6/10/2014,1322,104,121,50,,,
6/10/2014,1323,113,,,,,
6/10/2014,1325,,90,69,57,62,64
6/10/2014,1328,98,126,51,70,61,
6/10/2014,1330,,,,,93,111
6/10/2014,1334,103,216,56,84,62,
6/10/2014,1336,111,,,,,
6/10/2014,1337,,135,60,,,
6/10/2014,1338,,,54,70,53,69
6/10/2014,1343,107,,,,,
6/10/2014,1361,,,97,66,,
6/10/2014,1365,,119,,,,
6/10/2014,1373,,,,62,,
6/10/2014,1376,,,51,,,
6/10/2014,1380,,,,104,80,
6/10/2014,1388,,,,,73,88
6/10/2014,1392,,,,,46,76
6/10/2014,1394,,,52,72,66,53
6/10/2014,1395,,,,74,,
6/10/2014,1396,,,72,,,
6/10/2014,1398,,,,43,,
6/10/2014,140,102,125,59,60,63,53
6/10/2014,1405,,,76,80,54,
6/10/2014,1412,,,,103,,
6/10/2014,1417,,,,,49,88
6/10/2014,1418,97,,,,,
6/10/2014,1422,,,,,49,74
6/10/2014,1423,,,,,57,51
6/10/2014,1425,,,,,100,
6/10/2014,1426,,,,,61,
6/10/2014,1430,,122,,,61,66
6/10/2014,1433,,,,,65,
6/10/2014,144,,,,69,,
6/10/2014,1447,90,173,,,,
6/10/2014,1449,,,52,69,,
6/10/2014,1451,,,46,,,
6/10/2014,146,100,,,,,
6/10/2014,1463,115,157,,,,
6/10/2014,1465,,,,70,64,
6/10/2014,1466,,,,559,,
6/10/2014,1469,,87,41,54,41,
6/10/2014,1474,,338,,,,
6/10/2014,1475,,,,78,,
6/10/2014,1477,,,,65,,
6/10/2014,148,118,138,43,73,,
6/10/2014,1480,102,,,,,
6/10/2014,1487,,120,51,57,,
6/10/2014,1493,,,,155,,
6/10/2014,1496,,,,104,38,328
6/10/2014,1498,89,,,,,
6/10/2014,1499,,,56,88,61,74
6/10/2014,150,,159,43,80,62,
6/10/2014,1502,,,,,42,
6/10/2014,1505,,,50,78,,
6/10/2014,1507,,,43,64,58,80
6/10/2014,1513,,,,,,61
6/10/2014,1516,,,55,,,
6/10/2014,1518,,,55,,,
6/10/2014,1520,,,137,,,
6/10/2014,1526,,,,,,157
6/10/2014,1529,144,120,56,80,50,70
6/10/2014,1536,,,,238,,
6/10/2014,1539,,,488,181,,
6/10/2014,1541,,,,92,66,
6/10/2014,1542,,,,521,61,
6/10/2014,1547,,,,,74,
6/10/2014,1551,,,,54,,
6/10/2014,1553,,,,70,46,
6/10/2014,1554,,134,51,73,54,65
6/10/2014,1556,100,125,55,166,,
6/10/2014,156,,88,,,,
6/10/2014,157,,,,,61,85
6/10/2014,1570,,,,,49,
6/10/2014,1571,,,,,379,
6/10/2014,1578,,,,,53,66
6/10/2014,1580,,,,92,46,120
6/10/2014,1581,173,126,50,85,57,
6/10/2014,1585,,,,66,65,
6/10/2014,1589,,,,54,,
6/10/2014,1594,93,,,,,
6/10/2014,1595,,,50,,,
6/10/2014,1607,,,,101,,
6/10/2014,1609,,154,52,61,54,
6/10/2014,1618,,161,,,,
6/10/2014,1619,,,,46,,
6/10/2014,1626,,,,157,93,
6/10/2014,1632,,,,73,,
6/10/2014,1636,,133,55,58,,
6/10/2014,1639,,,,107,54,
6/10/2014,164,95,99,46,81,58,68
6/10/2014,1644,,,,,62,
6/10/2014,1646,153,,,,,
6/10/2014,1647,,,,,59,
6/10/2014,1651,,,,146,,
6/10/2014,1654,,111,79,,,
6/10/2014,1661,,,48,65,,
6/10/2014,1670,,141,46,,,
6/10/2014,1674,,89,98,80,58,
6/10/2014,1675,,131,,,,
6/10/2014,1677,,,,,65,
6/10/2014,1679,,,,,96,
6/10/2014,1680,,155,,,,
6/10/2014,1682,,85,,,38,69
6/10/2014,1686,,,,,81,
6/10/2014,169,,267,40,80,66,70
6/10/2014,1690,,281,,,,
6/10/2014,1692,436,,,,,
6/10/2014,1694,,,,294,,
6/10/2014,1696,,,38,88,62,
6/10/2014,170,87,130,47,65,62,57
6/10/2014,1703,97,,,,,
6/10/2014,1706,,,64,110,,
6/10/2014,1707,,,,,69,
6/10/2014,1708,,,,70,,
6/10/2014,1717,,,,,81,
6/10/2014,1720,,,,57,81,
6/10/2014,1722,,,,53,,
6/10/2014,1728,,,,,55,49
6/10/2014,173,94,379,,,,
6/10/2014,1731,,134,48,,,
6/10/2014,1737,,99,298,336,,
6/10/2014,1738,,,,58,,
6/10/2014,1741,,,52,77,69,
6/10/2014,1745,,,,66,57,85
6/10/2014,1753,,,106,,,
6/10/2014,1757,,,,,,70
6/10/2014,1759,,95,,,,
6/10/2014,1762,,,55,58,,
6/10/2014,1764,,,,65,,
6/10/2014,1768,154,,,,,
6/10/2014,1770,,145,55,100,,
6/10/2014,1772,,371,,,,
6/10/2014,1781,,,63,88,,
6/10/2014,1782,,,,108,,
6/10/2014,1798,,,,,,53
6/10/2014,18,,137,48,81,45,86
6/10/2014,1802,,,,,303,93
6/10/2014,1804,,130,,,,
6/10/2014,1806,,126,89,,,
6/10/2014,1810,,,,58,,
6/10/2014,1813,,,54,51,,
6/10/2014,1815,,117,61,,,
6/10/2014,1817,,,,,57,
6/10/2014,182,,,70,,,
6/10/2014,1830,113,138,51,73,,
6/10/2014,1832,,,,56,,
6/10/2014,1833,,133,499,96,61,
6/10/2014,1835,,133,,,,
6/10/2014,1836,,,,,,89
6/10/2014,1837,,,47,58,57,
6/10/2014,1842,,,,64,,
6/10/2014,1846,,,,97,,
6/10/2014,1850,,,,138,,
6/10/2014,1852,,,55,103,,
6/10/2014,1856,,,,99,,
6/10/2014,1858,,131,82,81,,
6/10/2014,186,100,152,,,,
6/10/2014,1861,,,,100,58,
6/10/2014,1867,,,,579,,
6/10/2014,1874,,,113,89,,
6/10/2014,1881,,,,88,54,
6/10/2014,1884,,,,,43,
6/10/2014,1887,102,114,,,,
6/10/2014,1891,,,,72,,
6/10/2014,191,170,145,,,,
6/10/2014,1911,,,,,76,
6/10/2014,1917,,,,,73,108
6/10/2014,1923,,,,69,77,
6/10/2014,193,91,132,,,,
6/10/2014,1933,,,,,,91
6/10/2014,194,,,,,46,
6/10/2014,1944,,,,69,,
6/10/2014,1946,,156,47,66,69,62
6/10/2014,1949,112,,,,,
6/10/2014,1950,150,133,43,70,,
6/10/2014,1951,119,,,,,
6/10/2014,1955,,,,107,,
6/10/2014,1956,,,67,143,,
6/10/2014,1958,,,,115,69,
6/10/2014,196,,,,104,80,58
6/10/2014,1962,,,55,96,58,57
6/10/2014,1964,,149,47,120,,
6/10/2014,1968,,188,55,70,,
6/10/2014,1974,,,55,,,
6/10/2014,1976,,,56,84,69,62
6/10/2014,1977,,,,,65,69
6/10/2014,198,,,59,100,,
6/10/2014,1981,,,,74,49,
6/10/2014,1985,,,,,42,
6/10/2014,1987,,,55,80,,
6/10/2014,1992,,,,,62,
6/10/2014,1998,,,,,72,
6/10/2014,2,,,,72,54,
6/10/2014,20,,,43,90,49,73
6/10/2014,2004,,293,217,112,57,116
6/10/2014,2009,,,42,,,
6/10/2014,201,532,,,,,
6/10/2014,2014,,,,124,53,
6/10/2014,2019,224,244,141,102,178,57
6/10/2014,2021,,,,,50,
6/10/2014,2027,,,54,72,,
6/10/2014,2029,111,104,52,57,58,66
6/10/2014,203,,129,47,108,,
6/10/2014,2038,,,,,41,
6/10/2014,2040,360,399,,,,
6/10/2014,208,,,,61,413,
6/10/2014,2089,,,51,,,
6/10/2014,209,,,55,65,201,77
6/10/2014,2091,,205,,,,
6/10/2014,2094,,,,,62,
6/10/2014,2097,,,66,656,77,
6/10/2014,2098,,,,,,69
6/10/2014,2103,,,48,,,
6/10/2014,2105,,,52,110,70,57
6/10/2014,2112,,,,131,50,88
6/10/2014,2120,117,,,,,
6/10/2014,2123,,130,47,,,
6/10/2014,2125,96,112,47,68,62,107
6/10/2014,2129,,,,112,73,92
6/10/2014,2133,,129,,,,
6/10/2014,2135,,,,,,59
6/10/2014,214,,,,54,,
6/10/2014,2143,,93,,,,
6/10/2014,2145,,,,62,54,
6/10/2014,2150,,,109,504,66,
6/10/2014,2157,,102,124,77,,
6/10/2014,2158,122,,,,,
6/10/2014,216,,,63,151,,
6/10/2014,2164,,164,360,508,50,78
6/10/2014,2167,197,129,50,74,49,64
6/10/2014,2169,,,,,,87
6/10/2014,2174,,135,52,61,,
6/10/2014,2175,,,120,158,92,
6/10/2014,2183,,,42,73,65,57
6/10/2014,2184,,132,379,107,,
6/10/2014,2186,111,,,,,
6/10/2014,2188,90,180,71,114,58,76
6/10/2014,2190,,,93,108,61,
6/10/2014,2191,140,,,,,
6/10/2014,2196,97,120,44,204,42,66
6/10/2014,2197,,,,,76,61
6/10/2014,2199,,,,,,73
6/10/2014,2204,,156,,,,
6/10/2014,2205,93,108,48,69,54,73
6/10/2014,2212,,113,,,,
6/10/2014,2214,,,,,69,53
6/10/2014,2216,,141,51,78,56,82
6/10/2014,2232,107,219,38,93,,
6/10/2014,2236,103,133,47,170,80,
6/10/2014,2243,108,,,,,
6/10/2014,2244,,144,51,74,60,
6/10/2014,2245,,,,49,46,89
6/10/2014,2249,,,,77,54,
6/10/2014,2251,,,,81,62,
6/10/2014,2254,381,,,,,
6/10/2014,2259,,,,58,80,51
6/10/2014,2261,,,,,61,
6/10/2014,2267,113,,,,,
6/10/2014,2269,,,63,,,
6/10/2014,2270,,,,,397,
6/10/2014,2278,,,71,68,,
6/10/2014,2280,,,,,,49
6/10/2014,2282,,,,81,,
6/10/2014,2301,,,47,85,,
6/10/2014,2305,,117,51,58,69,58
6/10/2014,2325,,,,109,,
6/10/2014,2327,,,,,,107
6/10/2014,2329,122,,,,,
6/10/2014,233,,,268,88,46,73
6/10/2014,2338,,,,,58,
6/10/2014,2341,,171,101,112,69,
6/10/2014,2350,,,,,,77
6/10/2014,2354,,121,228,,,
6/10/2014,2362,,,,,,62
6/10/2014,2369,,137,,,,
6/10/2014,2372,,,46,93,45,65
6/10/2014,2379,,,97,104,123,
6/10/2014,2381,225,,,122,278,
6/10/2014,2385,,,,,61,
6/10/2014,2387,199,249,140,208,204,158
6/10/2014,239,,114,,,,
6/10/2014,2391,,,,73,61,96
6/10/2014,2394,,,,108,,
6/10/2014,2395,,,51,100,65,115
6/10/2014,2398,,97,,,,
6/10/2014,240,,,,,,56
6/10/2014,2400,,,40,89,57,81
6/10/2014,2405,,,51,93,53,74
6/10/2014,2407,,286,,,,
6/10/2014,2408,,98,86,77,53,81
6/10/2014,2414,,,44,73,46,104
6/10/2014,242,89,,,,,
6/10/2014,2424,,,62,,,
6/10/2014,2425,,,,212,,
6/10/2014,243,,,,,61,51
6/10/2014,2433,,148,,,,
6/10/2014,2436,149,,,,,
6/10/2014,2437,,,51,49,51,52
6/10/2014,2439,,,62,84,,
6/10/2014,2441,,,,104,53,
6/10/2014,2443,88,120,,,,
6/10/2014,2448,,,47,81,,
6/10/2014,2449,,,,,77,49
6/10/2014,245,,,,,50,49
6/10/2014,2460,,,,,,151
6/10/2014,2465,,,52,54,50,
6/10/2014,2467,,,,,,475
6/10/2014,2468,,,,,74,50
6/10/2014,2479,,,,,50,
6/10/2014,2482,,,,114,,
6/10/2014,2485,,151,48,119,,
6/10/2014,2487,110,121,45,,,
6/10/2014,2488,,,89,,,
6/10/2014,2490,,,,,62,
6/10/2014,2495,,,,96,,
6/10/2014,250,,119,51,54,45,77
6/10/2014,2500,,,46,564,,
6/10/2014,2502,,125,48,,,
6/10/2014,2504,,,,116,,
6/10/2014,2508,,,517,109,535,54
6/10/2014,2523,,125,51,70,49,86
6/10/2014,2525,,,434,131,,
6/10/2014,2527,,,74,,,
6/10/2014,2529,,295,66,74,60,62
6/10/2014,2531,104,133,,,,
6/10/2014,2536,,151,52,115,,
6/10/2014,2540,,,,,62,
6/10/2014,2546,,125,46,66,53,61
6/10/2014,2550,,,,,104,
6/10/2014,2564,,,,,86,
6/10/2014,2565,,,,89,42,
6/10/2014,2566,,,,62,46,77
6/10/2014,2575,104,,,,,
6/10/2014,2581,,,,111,89,
6/10/2014,2582,142,,,,,
6/10/2014,2587,,,,42,,
6/10/2014,259,97,,,,,
6/10/2014,2592,,,,,77,
6/10/2014,2599,,,,,,127
6/10/2014,2601,,,48,92,69,51
6/10/2014,2603,103,122,,,,
6/10/2014,2612,112,,,,,
6/10/2014,262,108,,,,,
6/10/2014,2620,94,,,,,
6/10/2014,2623,,,,,61,
6/10/2014,2630,,,,97,,
6/10/2014,2631,,,410,,,
6/10/2014,2634,168,133,51,77,62,65
6/10/2014,2637,137,,,,,
6/10/2014,264,,,51,34,38,53
6/10/2014,2640,102,136,56,72,54,
6/10/2014,2642,,,,61,62,
6/10/2014,2647,,,,161,,
6/10/2014,2654,,,,77,58,106
6/10/2014,2655,115,145,47,475,,
6/10/2014,2658,,147,51,,,
6/10/2014,2659,,,,,,85
6/10/2014,266,,,51,84,50,72
6/10/2014,2662,,141,47,,,
6/10/2014,2664,,,,,,84
6/10/2014,2667,,,,,50,
6/10/2014,2671,,,51,58,,
6/10/2014,2675,,,,,,84
6/10/2014,2690,,,,61,50,57
6/10/2014,2691,,,44,85,45,
6/10/2014,2692,,,,170,,
6/10/2014,27,123,121,55,,,
6/10/2014,2702,,,,84,,
6/10/2014,2713,,,,,,62
6/10/2014,2716,,,,139,,
6/10/2014,2720,215,,,,,
6/10/2014,2734,,,,,57,105
6/10/2014,2739,,136,43,77,,
6/10/2014,2740,,101,63,147,60,58
6/10/2014,2746,,147,,,,
6/10/2014,2751,104,114,46,74,57,111
6/10/2014,2753,,,,,74,72
6/10/2014,2754,126,103,47,73,,
6/10/2014,2760,,,,,60,74
6/10/2014,2766,,97,47,73,,
6/10/2014,2779,,,47,89,65,
6/10/2014,2781,,,,357,,
6/10/2014,2782,,,48,91,,
6/10/2014,2785,165,136,47,,,
6/10/2014,2786,,,,,,394
6/10/2014,2788,,,47,,,
6/10/2014,2789,90,103,279,89,49,90
6/10/2014,2791,124,123,55,91,,
6/10/2014,2793,,99,,,,
6/10/2014,2797,316,,,,,
6/10/2014,2801,,164,55,70,,
6/10/2014,2804,,,,,,57
6/10/2014,2805,,,,,,120
6/10/2014,281,128,,,,,
6/10/2014,2814,,,,,50,53
6/10/2014,2818,,130,47,78,64,
6/10/2014,2827,,,,,,57
6/10/2014,2833,,,43,91,51,388
6/10/2014,2837,,76,345,88,69,47
6/10/2014,2838,,,52,,,
6/10/2014,2839,,,,,58,
6/10/2014,284,90,,,,,
6/10/2014,2843,,,,,,115
6/10/2014,2847,,118,43,73,42,
6/10/2014,2853,,197,78,95,,
6/10/2014,2854,,,,,,99
6/10/2014,2856,,122,51,54,69,70
6/10/2014,286,,,,,58,112
6/10/2014,2861,,135,52,61,65,
6/10/2014,2863,205,,,,,
6/10/2014,2867,,147,44,84,61,
6/10/2014,2868,,,,,70,49
6/10/2014,2869,107,129,248,,,
6/10/2014,2875,79,,,,,
6/10/2014,2877,,162,43,68,51,83
6/10/2014,2882,100,121,47,74,57,
6/10/2014,2887,93,129,54,78,57,69
6/10/2014,2891,,,,,58,
6/10/2014,2899,105,142,59,69,,
6/10/2014,2903,,117,,,,
6/10/2014,2906,,95,,,,
6/10/2014,2909,,196,,,,
6/10/2014,291,117,,,,,
6/10/2014,2927,,449,,,,
6/10/2014,2928,,,48,76,62,66
6/10/2014,293,,,,120,53,124
6/10/2014,2930,,,,58,49,66
6/10/2014,2932,,,,96,46,88
6/10/2014,2936,,,,,57,
6/10/2014,294,,,,77,57,
6/10/2014,2940,105,119,47,72,59,
6/10/2014,2941,,,,,65,
6/10/2014,2951,96,,,,,
6/10/2014,2955,,,51,76,,
6/10/2014,2960,,,,66,45,77
6/10/2014,2962,,159,,,,
6/10/2014,2966,,,,112,53,
6/10/2014,2969,443,,,,,
6/10/2014,297,,111,,,61,69
6/10/2014,2972,,,63,96,,
6/10/2014,2973,,,,,,81
6/10/2014,2975,275,,,,,
6/10/2014,2976,,,,100,,
6/10/2014,2978,,158,48,61,77,
6/10/2014,2979,,,,,69,
6/10/2014,2982,,,,,,70
6/10/2014,2987,,104,415,,,
6/10/2014,2988,,,,120,154,
6/10/2014,2991,,,,,54,
6/10/2014,2992,,,51,95,,
6/10/2014,2993,101,,,,,
6/10/2014,2998,,204,55,88,61,
6/10/2014,3,,,59,95,,
6/10/2014,30,,,,,,87
6/10/2014,300,,,,76,58,76
6/10/2014,3002,,,,68,,
6/10/2014,3009,,,,,,45
6/10/2014,3012,,177,,,,
6/10/2014,3021,,,,,,77
6/10/2014,3025,,,,,62,
6/10/2014,3028,,,39,70,65,58
6/10/2014,3029,,,,58,,
6/10/2014,303,,,,104,,
6/10/2014,3031,,125,48,89,53,66
6/10/2014,3033,,,,,,73
6/10/2014,3035,,118,,,50,81
6/10/2014,304,,,,,,126
6/10/2014,3040,,,,81,,
6/10/2014,3041,,,,115,,
6/10/2014,3042,,,,157,,
6/10/2014,3043,,,,114,62,
6/10/2014,3044,,,94,104,57,
6/10/2014,3045,,,,104,69,
6/10/2014,3050,,,52,103,,
6/10/2014,3055,94,134,63,54,,
6/10/2014,3058,,,,92,,
6/10/2014,3060,,,,65,,
6/10/2014,3066,,,,,,74
6/10/2014,3068,,,,103,,
6/10/2014,3069,,92,,,54,
6/10/2014,3071,,,,97,,
6/10/2014,3072,,,,547,,
6/10/2014,3082,,,,93,,
6/10/2014,3094,,,,,69,
6/10/2014,3098,,,,,64,
6/10/2014,3101,,,,81,,
6/10/2014,3102,,,,,66,327
6/10/2014,3103,,,,54,88,
6/10/2014,3104,,,,101,53,
6/10/2014,3113,,,,263,,
6/10/2014,3116,,,51,,,
6/10/2014,3118,,,,70,57,
6/10/2014,3124,,,,81,,
6/10/2014,3127,,,,139,,
6/10/2014,313,,,,96,,
6/10/2014,3132,,,,,54,
6/10/2014,3139,,,,,68,
6/10/2014,3147,,,,62,,
6/10/2014,3152,,,,96,,
6/10/2014,3153,,,,78,,
6/10/2014,3159,,89,,,,
6/10/2014,316,,,,54,,
6/10/2014,3160,,,,69,,
6/10/2014,3161,,,,,66,
6/10/2014,3164,,,,100,,
6/10/2014,3172,,,,61,,
6/10/2014,3173,,,,,57,
6/10/2014,3174,,,,70,,
6/10/2014,3179,,,,73,,
6/10/2014,3182,,,,61,,
6/10/2014,3186,,,55,,,
6/10/2014,3189,,137,43,66,,
6/10/2014,3196,,,,,,130
6/10/2014,3204,,,,135,,
6/10/2014,3206,,,,97,,
6/10/2014,3207,,,,103,,
6/10/2014,3209,,,,,53,
6/10/2014,321,,,,170,,
6/10/2014,3215,,,,62,,
6/10/2014,3217,,,,50,,
6/10/2014,3229,,110,,,,
6/10/2014,3234,,130,59,,,
6/10/2014,3235,,,,,65,
6/10/2014,3244,,,,68,,
6/10/2014,3249,,,,,77,61
6/10/2014,325,,,,105,,
6/10/2014,3250,,108,,,,
6/10/2014,3253,,,,61,,
6/10/2014,3257,,,78,,,
6/10/2014,3263,,,59,58,,
6/10/2014,327,,,,132,,
6/10/2014,3275,,88,268,,,
6/10/2014,3276,,,291,65,,
6/10/2014,3283,,,59,548,,
6/10/2014,3286,,104,,,,
6/10/2014,3287,,,,,77,73
6/10/2014,3289,,,55,,,
6/10/2014,3291,,,,466,,
6/10/2014,3301,,,,81,53,
6/10/2014,3305,,,41,,,
6/10/2014,3318,105,155,,,,
6/10/2014,3321,,,51,72,,
6/10/2014,3325,,,,,62,
6/10/2014,333,,,,120,,
6/10/2014,3333,,,,72,51,
6/10/2014,3335,,,,,54,
6/10/2014,3338,,114,,,,
6/10/2014,334,,,,61,,
6/10/2014,3340,163,,,,,
6/10/2014,3343,,,,77,61,
6/10/2014,3349,,,,,57,
6/10/2014,3351,,,,,58,
6/10/2014,3365,,,,69,61,101
6/10/2014,3366,,,42,82,49,
6/10/2014,3368,,,,204,54,
6/10/2014,3372,,110,,,,
6/10/2014,3382,,,54,77,73,
6/10/2014,3384,,,,,66,
6/10/2014,3386,,149,47,81,46,74
6/10/2014,3388,,,,65,,
6/10/2014,339,,,,,185,
6/10/2014,3400,,,55,,,
6/10/2014,3404,,,55,73,61,
6/10/2014,3406,,,,,80,56
6/10/2014,3409,94,121,50,73,61,
6/10/2014,341,326,,,,,
6/10/2014,3410,,,78,,,
6/10/2014,3419,,,,66,,
6/10/2014,3423,,,305,101,49,
6/10/2014,3425,,,156,138,,
6/10/2014,3435,,,74,89,,
6/10/2014,3440,,126,,,,
6/10/2014,3442,94,126,47,73,58,
6/10/2014,3448,98,115,47,84,46,77
6/10/2014,3450,,,54,,,
6/10/2014,3455,,,,,378,
6/10/2014,3459,,141,42,,,
6/10/2014,346,,,,62,,
6/10/2014,3471,,,,,53,
6/10/2014,3473,,173,518,92,,
6/10/2014,3475,,,,171,,
6/10/2014,3476,108,,,105,,
6/10/2014,3487,98,,,,,
6/10/2014,3489,,,60,99,70,69
6/10/2014,3491,,,55,100,,
6/10/2014,3495,,145,48,73,,
6/10/2014,3499,,,,,,123
6/10/2014,350,,,,139,,
6/10/2014,351,,,,84,,
6/10/2014,3511,,,,65,,
6/10/2014,3513,,,,41,46,50
6/10/2014,3516,,,105,84,50,
6/10/2014,3517,97,,,,,
6/10/2014,3519,92,,,,,
6/10/2014,3525,,,,80,,
6/10/2014,3531,,244,236,143,53,408
6/10/2014,3534,105,,,,,
6/10/2014,3539,138,,,,,
6/10/2014,3552,,,,165,,
6/10/2014,3560,,,101,77,,
6/10/2014,357,,,,,509,
6/10/2014,3570,,,,,,96
6/10/2014,3577,,,,,68,92
6/10/2014,358,,145,,,,
6/10/2014,3581,,,40,93,,
6/10/2014,3587,,146,55,80,,
6/10/2014,3588,,,,,93,
6/10/2014,359,,,,,,96
6/10/2014,3590,,,101,108,115,
6/10/2014,3593,,,,132,,
6/10/2014,3600,,,49,76,58,
6/10/2014,361,,,47,73,,
6/10/2014,3621,101,,,,,
6/10/2014,3629,,,,,57,54
6/10/2014,363,,,,53,58,
6/10/2014,3632,,,,,42,
6/10/2014,3633,,,,,165,109
6/10/2014,3645,,,,,93,
6/10/2014,3649,98,,,112,,
6/10/2014,3650,116,,,,,
6/10/2014,3652,,138,44,85,,
6/10/2014,3655,88,116,,,,
6/10/2014,3657,,,,123,73,
6/10/2014,366,,409,60,68,78,
6/10/2014,3661,108,136,48,72,51,
6/10/2014,3664,,,,,62,108
6/10/2014,3665,,,43,38,,
6/10/2014,3666,202,,,,,
6/10/2014,3667,104,135,47,,,
6/10/2014,367,,,,,61,
6/10/2014,3670,,,52,76,58,
6/10/2014,3682,,,52,96,,
6/10/2014,3683,,,50,112,69,
6/10/2014,3684,,,,,174,72
6/10/2014,3687,,,,,81,
6/10/2014,369,,,,80,,
6/10/2014,3691,,,59,81,57,62
6/10/2014,3692,,,51,184,58,115
6/10/2014,37,181,125,55,81,46,62
6/10/2014,3701,145,,,,,
6/10/2014,3704,,,,73,61,
6/10/2014,3706,,,,,49,93
6/10/2014,3707,,,,123,77,
6/10/2014,3709,,,,91,47,324
6/10/2014,371,,,,,78,184
6/10/2014,3710,,,,65,,
6/10/2014,3718,257,,,,,
6/10/2014,3719,,,,115,,
6/10/2014,372,,,,,81,
6/10/2014,3720,99,114,,,,
6/10/2014,3723,,,,,46,
6/10/2014,3729,106,126,,,,
6/10/2014,3730,,110,,,,
6/10/2014,379,,,,58,,
6/10/2014,380,,135,48,76,,
6/10/2014,392,,,,,81,
6/10/2014,393,,,,,46,
6/10/2014,394,,,75,77,61,
6/10/2014,398,,,,109,292,119
6/10/2014,404,,,,,68,
6/10/2014,414,,,,73,,
6/10/2014,421,,,,65,57,
6/10/2014,427,,,89,85,61,
6/10/2014,43,,131,67,61,54,
6/10/2014,432,,,51,73,49,
6/10/2014,434,,,,70,57,
6/10/2014,44,,,,,77,
6/10/2014,445,,,,81,,
6/10/2014,448,100,206,256,,,
6/10/2014,450,108,186,,,,
6/10/2014,463,,,,,69,61
6/10/2014,466,,,,61,54,
6/10/2014,468,,112,52,53,50,93
6/10/2014,47,,,,66,,
6/10/2014,470,,123,,,,
6/10/2014,471,,,,135,,
6/10/2014,472,,,,64,51,83
6/10/2014,477,,,,143,,
6/10/2014,480,,,56,,,
6/10/2014,483,125,,,,,
6/10/2014,489,,108,44,89,,
6/10/2014,493,,,,89,50,
6/10/2014,494,,,48,62,,
6/10/2014,497,,,135,,,
6/10/2014,499,,,,131,,
6/10/2014,500,,,52,64,54,
6/10/2014,515,,125,,,,
6/10/2014,52,,152,62,54,,
6/10/2014,521,,,,61,50,
6/10/2014,523,,,47,,,
6/10/2014,526,,,,54,373,
6/10/2014,529,,143,,,,
6/10/2014,530,,,,108,57,
6/10/2014,531,568,,,,,
6/10/2014,532,,,50,,,
6/10/2014,533,,,,89,,
6/10/2014,538,,108,47,,,
6/10/2014,549,,139,60,,,
6/10/2014,551,127,,,,,
6/10/2014,555,,,,69,,
6/10/2014,556,,,,,93,
6/10/2014,558,,,,134,109,
6/10/2014,569,89,96,,,,
6/10/2014,571,,149,,,,
