Date,TripID,Camp2Mnt,Mnt2Park,Park2Euclid
5/16/2015,4811,,76,
5/16/2015,4820,,18,171
5/16/2015,4823,,73,163
5/16/2015,4825,61,22,144
5/16/2015,4828,,92,140
5/16/2015,4840,69,,198
5/16/2015,4848,,27,229
5/16/2015,485,,65,144
5/16/2015,4852,49,22,
5/16/2015,4867,,57,144
5/16/2015,4879,,26,
5/16/2015,488,,38,164
5/16/2015,4891,,,171
5/16/2015,49,95,30,164
5/16/2015,4903,,54,147
5/16/2015,4906,,112,151
5/16/2015,491,,,148
5/16/2015,4916,,,43
5/16/2015,4917,88,34,186
5/16/2015,4919,,,221
5/16/2015,4922,,46,213
5/16/2015,4924,,38,
5/16/2015,4933,,22,198
5/16/2015,4934,,320,156
5/16/2015,4943,95,80,
5/16/2015,4955,79,54,163
5/16/2015,496,,26,
5/16/2015,497,,,159
5/16/2015,4993,65,53,144
5/16/2015,4994,72,38,217
5/16/2015,501,,57,175
5/16/2015,5012,,26,148
5/16/2015,5014,99,30,147
5/16/2015,502,,96,159
5/16/2015,5027,,,229
5/16/2015,503,,53,
5/16/2015,5033,,,182
5/16/2015,5036,52,50,147
5/16/2015,504,,34,
5/16/2015,5051,,54,140
5/16/2015,5057,,,144
5/16/2015,5063,,22,
5/16/2015,507,,57,
5/16/2015,5076,60,26,163
5/16/2015,5083,98,42,
5/16/2015,5092,,142,140
5/16/2015,5115,68,,148
5/16/2015,5121,56,76,148
5/16/2015,5132,91,88,136
5/16/2015,5142,,,55
5/16/2015,5153,,57,140
5/16/2015,5157,,53,202
5/16/2015,5168,,42,140
5/16/2015,5176,76,26,221
5/16/2015,5185,,42,217
5/16/2015,5192,,31,140
5/16/2015,5194,98,54,147
5/16/2015,5206,,41,
5/16/2015,5218,,73,144
5/16/2015,5220,,26,151
5/16/2015,5221,,,16
5/16/2015,5224,,,113
5/16/2015,5226,,77,144
5/16/2015,5246,87,77,155
5/16/2015,525,110,,
5/16/2015,5254,,,106
5/16/2015,5269,191,65,143
5/16/2015,5282,,,105
5/16/2015,5293,79,41,163
5/16/2015,530,,,21
5/16/2015,5300,,30,209
5/16/2015,5319,57,41,141
5/16/2015,5336,,58,205
5/16/2015,5347,94,57,206
5/16/2015,5358,106,50,148
5/16/2015,5368,,85,147
5/16/2015,5372,,157,175
5/16/2015,5377,,84,148
5/16/2015,5378,,,81
5/16/2015,5380,,31,155
5/16/2015,5394,,,248
5/16/2015,540,,,259
5/16/2015,5415,,382,198
5/16/2015,5418,106,50,151
5/16/2015,5421,87,107,
5/16/2015,5436,103,45,
5/16/2015,5437,,,48
5/16/2015,5457,,37,
5/16/2015,5491,,26,148
5/16/2015,5495,111,41,171
5/16/2015,5501,,,36
5/16/2015,5502,,81,152
5/16/2015,5504,68,22,201
5/16/2015,5505,242,37,156
5/16/2015,5506,,49,152
5/16/2015,551,,56,
5/16/2015,5538,,,20
5/16/2015,5541,68,,148
5/16/2015,5551,,30,240
5/16/2015,5556,,30,182
5/16/2015,5560,,38,144
5/16/2015,5561,,,144
5/16/2015,5563,,69,148
5/16/2015,5566,91,,
5/16/2015,5577,,22,210
5/16/2015,5587,88,34,225
5/16/2015,5593,,42,
5/16/2015,5595,,26,206
5/16/2015,56,84,,144
5/16/2015,5600,,,159
5/16/2015,5601,,,101
5/16/2015,5603,,30,167
5/16/2015,5615,,30,248
5/16/2015,5641,64,53,252
5/16/2015,5652,,327,
5/16/2015,5654,64,,
5/16/2015,5655,,30,148
5/16/2015,5672,,53,148
5/16/2015,5675,95,69,
5/16/2015,5685,72,34,151
5/16/2015,5717,83,,
5/16/2015,5719,,49,148
5/16/2015,5724,,31,151
5/16/2015,5739,,34,155
5/16/2015,58,87,119,213
5/16/2015,5806,106,92,143
5/16/2015,5820,,61,240
5/16/2015,5824,68,69,144
5/16/2015,5827,,23,155
5/16/2015,5833,55,23,159
5/16/2015,5856,95,,
5/16/2015,5857,56,45,218
5/16/2015,5865,,34,144
5/16/2015,5873,,38,136
5/16/2015,5882,,57,144
5/16/2015,5884,,22,202
5/16/2015,5888,,46,221
5/16/2015,589,59,38,
5/16/2015,59,,,82
5/16/2015,5902,,65,148
5/16/2015,5914,60,34,151
5/16/2015,5938,,,221
5/16/2015,5960,137,,147
5/16/2015,5965,87,34,163
5/16/2015,5978,,,175
5/16/2015,5979,,45,
5/16/2015,5987,91,65,
5/16/2015,5992,76,,144
5/16/2015,6007,86,100,151
5/16/2015,6016,,49,206
5/16/2015,6022,,57,148
5/16/2015,6027,136,,
5/16/2015,603,,,63
5/16/2015,6042,,68,
5/16/2015,6044,,119,
5/16/2015,6047,72,312,
5/16/2015,6054,,68,171
5/16/2015,6059,,38,
5/16/2015,6062,,37,148
5/16/2015,6068,,,86
5/16/2015,6072,269,33,
5/16/2015,6077,,153,
5/16/2015,608,,42,217
5/16/2015,6084,,45,210
5/16/2015,6088,,30,
5/16/2015,6090,,76,
5/16/2015,61,60,34,213
5/16/2015,6103,,23,201
5/16/2015,6109,,96,
5/16/2015,6122,,23,147
5/16/2015,6143,,30,156
5/16/2015,615,,61,156
5/16/2015,6151,,,201
5/16/2015,6156,,30,
5/16/2015,6171,,61,144
5/16/2015,62,,69,140
5/16/2015,6213,,103,
5/16/2015,6215,,65,
5/16/2015,6221,,27,186
5/16/2015,6225,,23,
5/16/2015,6230,,77,155
5/16/2015,6241,,23,
5/16/2015,6248,,30,155
5/16/2015,6253,,34,
5/16/2015,626,,,63
5/16/2015,627,,30,178
5/16/2015,6283,64,18,
5/16/2015,6288,57,296,
5/16/2015,6297,,,71
5/16/2015,6301,,,205
5/16/2015,6306,,65,198
5/16/2015,6310,,,102
5/16/2015,6316,,45,
5/16/2015,6320,,65,
5/16/2015,6328,,26,360
5/16/2015,6338,,,213
5/16/2015,6347,,26,140
5/16/2015,6348,,76,163
5/16/2015,6353,,,160
5/16/2015,6360,,53,
5/16/2015,6373,,50,
5/16/2015,6382,,34,
5/16/2015,6392,,,110
5/16/2015,6395,,,148
5/16/2015,6426,,,252
5/16/2015,6427,,,102
5/16/2015,6444,,26,
5/16/2015,6446,,37,
5/16/2015,6448,,73,152
5/16/2015,6455,,46,174
5/16/2015,6459,59,30,175
5/16/2015,6484,45,19,140
5/16/2015,6488,,34,225
5/16/2015,6530,79,23,224
5/16/2015,6546,76,49,
5/16/2015,6549,,22,156
5/16/2015,655,,58,209
5/16/2015,6551,,22,140
5/16/2015,6573,141,19,151
5/16/2015,6583,,58,143
5/16/2015,6585,,,71
5/16/2015,6590,,53,
5/16/2015,660,,26,
5/16/2015,6601,,57,151
5/16/2015,6620,80,76,144
5/16/2015,6626,,,186
5/16/2015,6628,49,30,225
5/16/2015,6633,,42,
5/16/2015,6638,,85,
5/16/2015,6646,,38,
5/16/2015,6647,,,32
5/16/2015,6659,,23,148
5/16/2015,666,,84,167
5/16/2015,6664,45,42,148
5/16/2015,6665,,,140
5/16/2015,6673,107,,
5/16/2015,6675,,42,
5/16/2015,6677,,,43
5/16/2015,6702,61,80,152
5/16/2015,6720,,68,
5/16/2015,6729,52,,
5/16/2015,6739,,,182
5/16/2015,6741,,,36
5/16/2015,6742,203,34,147
5/16/2015,6788,49,19,144
5/16/2015,6794,91,130,
5/16/2015,6796,79,,
5/16/2015,6798,,49,160
5/16/2015,6802,,69,
5/16/2015,6813,71,84,148
5/16/2015,6823,,,101
5/16/2015,6827,,88,148
5/16/2015,6830,91,,
5/16/2015,6847,,,35
5/16/2015,6865,,,449
5/16/2015,6879,142,,
5/16/2015,6886,110,,
5/16/2015,6889,60,30,
5/16/2015,6891,,,159
5/16/2015,6906,,,20
5/16/2015,6912,,73,
5/16/2015,6916,56,38,
5/16/2015,6917,,,147
5/16/2015,6923,,,155
5/16/2015,693,,46,
5/16/2015,6935,,,217
5/16/2015,6937,,224,
5/16/2015,6946,,,221
5/16/2015,6947,,69,
5/16/2015,6952,,69,
5/16/2015,6963,,,557
5/16/2015,6965,60,69,143
5/16/2015,6967,,,213
5/16/2015,6968,,72,148
5/16/2015,6988,,45,
5/16/2015,6991,,42,213
5/16/2015,6992,111,34,225
5/16/2015,6993,,34,
5/16/2015,6997,,99,
5/16/2015,6998,,,48
5/16/2015,7000,,30,147
5/16/2015,7002,,50,209
5/16/2015,7011,,,144
5/16/2015,7025,109,38,144
5/16/2015,7045,76,45,152
5/16/2015,7054,,69,144
5/16/2015,7056,137,23,139
5/16/2015,706,,127,
5/16/2015,7063,,77,151
5/16/2015,7064,,31,217
5/16/2015,7087,,84,
5/16/2015,7090,,34,
5/16/2015,71,160,23,167
5/16/2015,7106,,45,
5/16/2015,7122,,,145
5/16/2015,7146,,23,147
5/16/2015,7160,,45,
5/16/2015,7172,,42,209
5/16/2015,7175,,41,144
5/16/2015,7190,,54,155
5/16/2015,7196,,38,152
5/16/2015,7203,,112,151
5/16/2015,7208,,,113
5/16/2015,7213,57,49,144
5/16/2015,722,,73,
5/16/2015,7221,,,20
5/16/2015,7222,,,32
5/16/2015,7224,,18,141
5/16/2015,7230,130,26,
5/16/2015,7235,,19,143
5/16/2015,7244,67,42,
5/16/2015,7275,79,73,140
5/16/2015,7283,,,248
5/16/2015,7300,,254,
5/16/2015,7309,68,49,144
5/16/2015,731,,34,148
5/16/2015,7313,64,,148
5/16/2015,7327,57,,209
5/16/2015,7333,,,43
5/16/2015,7334,,49,
5/16/2015,7337,,,201
5/16/2015,7343,111,,141
5/16/2015,7346,64,,
5/16/2015,7353,76,65,140
5/16/2015,7354,,18,195
5/16/2015,7357,107,26,221
5/16/2015,7360,,57,163
5/16/2015,7361,,72,156
5/16/2015,7362,,41,175
5/16/2015,7366,88,88,
5/16/2015,7372,,42,217
5/16/2015,7374,53,23,
5/16/2015,7384,76,,
5/16/2015,7392,,,71
5/16/2015,7394,,,17
5/16/2015,7395,,42,151
5/16/2015,740,,49,183
5/16/2015,7400,,72,241
5/16/2015,751,110,34,
5/16/2015,759,,,155
5/16/2015,760,,73,144
5/16/2015,778,,,164
5/16/2015,788,,30,
5/16/2015,797,,30,
5/16/2015,804,,,105
5/16/2015,805,,26,
5/16/2015,807,,,221
5/16/2015,809,,,244
5/16/2015,815,,72,144
5/16/2015,819,,,160
5/16/2015,827,,37,144
5/16/2015,832,,42,
5/16/2015,834,,161,
5/16/2015,844,,,163
5/16/2015,861,,49,148
5/16/2015,867,,77,140
5/16/2015,874,,26,152
5/16/2015,879,,76,163
5/16/2015,898,,22,
5/16/2015,9,110,19,202
5/16/2015,90,72,37,148
5/16/2015,900,,38,
5/16/2015,903,,65,152
5/16/2015,910,56,42,
5/16/2015,918,,31,190
5/16/2015,920,,,160
5/16/2015,93,,34,155
5/16/2015,947,,,163
5/16/2015,958,,,152
5/16/2015,959,,23,248
5/16/2015,964,,22,
5/16/2015,969,,22,603
5/16/2015,972,,27,
5/16/2015,976,,,132
5/16/2015,978,,34,225
5/16/2015,985,,,151
5/16/2015,996,,42,
5/17/2015,100,81,45,142
5/17/2015,1020,53,34,154
5/17/2015,1030,81,312,
5/17/2015,1032,96,46,141
5/17/2015,104,93,25,142
5/17/2015,1043,61,,
5/17/2015,1068,,96,
5/17/2015,1100,,45,165
5/17/2015,1102,,45,
5/17/2015,1112,89,26,196
5/17/2015,1120,,68,
5/17/2015,1133,,44,
5/17/2015,114,,38,18
5/17/2015,1141,320,,
5/17/2015,1167,85,,
5/17/2015,1174,617,48,
5/17/2015,1175,61,96,
5/17/2015,1185,,,146
5/17/2015,1212,,33,211
5/17/2015,1216,,26,
5/17/2015,1227,,18,
5/17/2015,1229,,32,158
5/17/2015,1233,,30,
5/17/2015,1252,,,158
5/17/2015,1261,,33,212
5/17/2015,1274,57,,
5/17/2015,1281,,56,
5/17/2015,1285,,26,173
5/17/2015,1307,,,157
5/17/2015,1309,73,,
5/17/2015,131,,,69
5/17/2015,1310,,,219
5/17/2015,1311,,,104
5/17/2015,1314,,42,157
5/17/2015,1327,,45,
5/17/2015,1333,,,146
5/17/2015,1345,,,150
5/17/2015,1358,,,184
5/17/2015,1363,,25,
5/17/2015,1366,,30,
5/17/2015,1383,,,103
5/17/2015,139,50,38,199
5/17/2015,1393,,72,149
5/17/2015,1408,,,143
5/17/2015,1418,70,56,
5/17/2015,1421,58,26,165
5/17/2015,1429,,56,
5/17/2015,1460,,34,153
5/17/2015,1474,,22,165
5/17/2015,1483,58,21,
5/17/2015,149,112,64,146
5/17/2015,1497,,49,150
5/17/2015,1503,42,18,146
5/17/2015,1505,69,,
5/17/2015,151,,,84
5/17/2015,1539,,25,192
5/17/2015,1555,,37,
5/17/2015,1562,53,26,
5/17/2015,1564,100,26,165
5/17/2015,1569,104,137,
5/17/2015,1570,,,204
5/17/2015,1584,,,115
5/17/2015,1586,208,38,165
5/17/2015,160,62,49,153
5/17/2015,1606,,18,
5/17/2015,1607,,30,
5/17/2015,1618,,,38
5/17/2015,162,57,,
5/17/2015,1643,,18,
5/17/2015,1648,57,,
5/17/2015,1673,,65,207
5/17/2015,1687,53,41,
5/17/2015,1689,,49,146
5/17/2015,1691,,,176
5/17/2015,1698,,52,150
5/17/2015,1702,92,,146
5/17/2015,171,69,45,212
5/17/2015,1733,92,61,149
5/17/2015,1734,,41,149
5/17/2015,1736,,33,146
5/17/2015,1740,,177,207
5/17/2015,175,104,25,153
5/17/2015,1765,,95,335
5/17/2015,1768,108,107,
5/17/2015,1788,,,168
5/17/2015,1792,61,,
5/17/2015,1818,93,338,
5/17/2015,1830,,,219
5/17/2015,1835,73,30,150
5/17/2015,1865,88,80,142
5/17/2015,1868,62,21,146
5/17/2015,1873,,29,161
5/17/2015,188,104,26,145
5/17/2015,1880,,,22
5/17/2015,1881,73,65,
5/17/2015,1885,,46,149
5/17/2015,189,,,107
5/17/2015,1948,393,49,150
5/17/2015,1953,,26,153
5/17/2015,1966,,25,170
5/17/2015,1968,,22,157
5/17/2015,1982,,64,154
5/17/2015,1987,69,37,192
5/17/2015,1989,,,61
5/17/2015,1990,57,18,212
5/17/2015,2015,335,,
5/17/2015,2023,61,25,147
5/17/2015,2040,,56,
5/17/2015,2042,73,21,150
5/17/2015,2045,69,191,
5/17/2015,2047,,41,142
5/17/2015,2050,123,33,
5/17/2015,2087,,21,
5/17/2015,2090,,,161
5/17/2015,2101,,49,
5/17/2015,2116,,22,173
5/17/2015,2118,,341,154
5/17/2015,212,54,18,
5/17/2015,2121,,,150
5/17/2015,2128,,76,146
5/17/2015,2132,,30,146
5/17/2015,2136,81,18,146
5/17/2015,2138,,72,
5/17/2015,2144,,,41
5/17/2015,2152,,64,
5/17/2015,2159,,69,145
5/17/2015,2164,58,22,142
5/17/2015,2174,96,160,
5/17/2015,2175,81,65,
5/17/2015,218,72,19,161
5/17/2015,2180,,49,223
5/17/2015,2181,,,215
5/17/2015,2188,46,22,142
5/17/2015,2189,,26,
5/17/2015,2198,,56,
5/17/2015,220,100,18,
5/17/2015,2201,,,111
5/17/2015,2206,92,18,142
5/17/2015,2209,,65,
5/17/2015,2211,,41,
5/17/2015,2212,,22,172
5/17/2015,2233,,56,146
5/17/2015,2238,57,,
5/17/2015,2239,,41,
5/17/2015,2243,,48,200
5/17/2015,2266,,30,
5/17/2015,2276,116,,
5/17/2015,2279,197,37,192
5/17/2015,2284,,64,
5/17/2015,2289,,49,169
5/17/2015,2296,,21,158
5/17/2015,2298,,53,146
5/17/2015,2299,,,146
5/17/2015,2300,,,428
5/17/2015,2303,,22,
5/17/2015,2305,73,,
5/17/2015,231,70,17,169
5/17/2015,2313,,22,
5/17/2015,2332,,45,149
5/17/2015,2342,,,153
5/17/2015,2364,,41,154
5/17/2015,2365,,30,150
5/17/2015,2368,209,17,138
5/17/2015,2373,,,185
5/17/2015,2378,77,22,188
5/17/2015,2390,58,,
5/17/2015,2399,61,18,
5/17/2015,2400,62,,149
5/17/2015,2408,,61,149
5/17/2015,2409,,,57
5/17/2015,2410,,26,199
5/17/2015,2422,,80,
5/17/2015,2425,134,,138
5/17/2015,2431,88,26,145
5/17/2015,2447,,69,145
5/17/2015,2453,,18,158
5/17/2015,2458,,37,
5/17/2015,246,38,,138
5/17/2015,2461,,18,
5/17/2015,2475,,,100
5/17/2015,2476,,,157
5/17/2015,2477,,,146
5/17/2015,2478,77,22,
5/17/2015,2488,,21,142
5/17/2015,2491,,22,
5/17/2015,250,42,,158
5/17/2015,2515,62,52,161
5/17/2015,2525,,,88
5/17/2015,2529,92,,
5/17/2015,2530,61,34,138
5/17/2015,2539,,29,150
5/17/2015,2544,,,154
5/17/2015,2555,,26,
5/17/2015,2558,81,18,180
5/17/2015,2559,,,162
5/17/2015,2563,,,146
5/17/2015,2564,,21,154
5/17/2015,2566,,79,146
5/17/2015,257,38,,145
5/17/2015,2577,115,,
5/17/2015,2589,,45,150
5/17/2015,2592,,65,176
5/17/2015,2603,62,29,158
5/17/2015,2656,,,185
5/17/2015,2662,97,76,
5/17/2015,2665,69,64,
5/17/2015,2672,,22,
5/17/2015,2683,54,17,154
5/17/2015,2688,,25,146
5/17/2015,2690,173,346,
5/17/2015,2700,,49,184
5/17/2015,271,,34,146
5/17/2015,2712,,,169
5/17/2015,2721,,,203
5/17/2015,2724,,,169
5/17/2015,2726,69,22,165
5/17/2015,2737,88,22,154
5/17/2015,2743,46,88,
5/17/2015,2753,,,153
5/17/2015,2774,,,200
5/17/2015,2775,,,96
5/17/2015,2776,,,161
5/17/2015,2791,66,29,146
5/17/2015,2799,,41,146
5/17/2015,2827,119,,146
5/17/2015,2830,100,52,165
5/17/2015,284,46,,
5/17/2015,2847,46,52,401
5/17/2015,2848,,,185
5/17/2015,2850,54,323,
5/17/2015,2851,69,84,
5/17/2015,2852,65,30,150
5/17/2015,286,46,,
5/17/2015,2861,57,45,150
5/17/2015,2863,,34,
5/17/2015,2872,,,153
5/17/2015,288,34,18,154
5/17/2015,2901,58,53,146
5/17/2015,291,251,,
5/17/2015,2911,73,76,154
5/17/2015,2921,,80,146
5/17/2015,2930,61,,
5/17/2015,2932,85,60,157
5/17/2015,2935,50,,
5/17/2015,2939,50,,154
5/17/2015,2947,,,150
5/17/2015,2954,,,153
5/17/2015,2978,,,103
5/17/2015,2985,158,65,
5/17/2015,2990,50,68,146
5/17/2015,2996,73,26,141
5/17/2015,2998,57,26,161
5/17/2015,3012,,44,
5/17/2015,3017,54,22,145
5/17/2015,3033,,18,
5/17/2015,3035,84,,
5/17/2015,3036,,,34
5/17/2015,304,38,19,141
5/17/2015,3045,,18,153
5/17/2015,3052,134,46,172
5/17/2015,3064,97,45,142
5/17/2015,308,,80,207
5/17/2015,3080,,25,157
5/17/2015,3081,50,,
5/17/2015,3088,,,104
5/17/2015,3093,,18,192
5/17/2015,3094,,21,192
5/17/2015,3096,,34,204
5/17/2015,3114,,,157
5/17/2015,3146,46,17,143
5/17/2015,3160,74,44,146
5/17/2015,3164,123,18,142
5/17/2015,3176,174,,
5/17/2015,3177,,,26
5/17/2015,3189,,33,142
5/17/2015,3196,62,18,196
5/17/2015,3203,,37,208
5/17/2015,3205,,,65
5/17/2015,3209,58,33,165
5/17/2015,3222,,69,169
5/17/2015,3224,53,45,150
5/17/2015,3230,61,30,199
5/17/2015,3252,,49,153
5/17/2015,3256,,54,157
5/17/2015,3281,,34,157
5/17/2015,3289,,,18
5/17/2015,3294,,72,154
5/17/2015,3295,,26,142
5/17/2015,330,,45,149
5/17/2015,3303,,,158
5/17/2015,3313,,,176
5/17/2015,3315,,37,
5/17/2015,3347,,95,154
5/17/2015,3348,,,22
5/17/2015,335,,29,
5/17/2015,3350,,77,
5/17/2015,3361,,38,145
5/17/2015,3367,,,103
5/17/2015,3376,88,60,142
5/17/2015,3377,,,77
5/17/2015,3378,,,137
5/17/2015,3390,,,96
5/17/2015,3403,,68,149
5/17/2015,3405,80,76,150
5/17/2015,3419,,38,172
5/17/2015,3421,69,22,200
5/17/2015,3423,,,154
5/17/2015,3460,,72,
5/17/2015,3461,,18,149
5/17/2015,347,,,80
5/17/2015,3478,115,,
5/17/2015,348,,57,
5/17/2015,3483,,38,
5/17/2015,3486,42,30,211
5/17/2015,3494,293,34,
5/17/2015,35,,,84
5/17/2015,3500,,22,165
5/17/2015,3528,,65,
5/17/2015,3531,,48,154
5/17/2015,354,,284,181
5/17/2015,3557,,,142
5/17/2015,3564,131,30,149
5/17/2015,3568,,,57
5/17/2015,3569,,,165
5/17/2015,3570,,52,150
5/17/2015,3582,,49,196
5/17/2015,3584,,41,161
5/17/2015,3588,58,21,200
5/17/2015,3590,,42,408
5/17/2015,3604,49,65,145
5/17/2015,3610,,17,200
5/17/2015,3613,54,37,
5/17/2015,3616,69,,169
5/17/2015,3618,178,,
5/17/2015,3623,,61,146
5/17/2015,3656,,,196
5/17/2015,3660,66,25,
5/17/2015,3719,,73,141
5/17/2015,3735,,153,
5/17/2015,3737,,,22
5/17/2015,3764,,,26
5/17/2015,3765,,49,149
5/17/2015,3786,,80,
5/17/2015,3837,66,29,
5/17/2015,3841,57,45,150
5/17/2015,3846,220,41,158
5/17/2015,3848,,17,192
5/17/2015,3849,,49,
5/17/2015,3867,,53,150
5/17/2015,3904,,38,146
5/17/2015,3931,116,37,146
5/17/2015,3932,50,17,143
5/17/2015,3935,116,41,
5/17/2015,3936,85,,169
5/17/2015,397,,88,
5/17/2015,3973,,,146
5/17/2015,3996,42,60,517
5/17/2015,4004,,,176
5/17/2015,4008,,45,149
5/17/2015,401,,,22
5/17/2015,4011,,22,207
5/17/2015,4021,,37,150
5/17/2015,404,,56,
5/17/2015,4041,45,34,150
5/17/2015,4043,93,21,146
5/17/2015,4065,100,41,154
5/17/2015,4070,,,92
5/17/2015,4071,,,203
5/17/2015,4082,,,153
5/17/2015,409,,37,150
5/17/2015,4090,,41,200
5/17/2015,4092,58,21,138
5/17/2015,4095,,18,
5/17/2015,4098,104,,
5/17/2015,41,88,38,150
5/17/2015,4107,69,45,169
5/17/2015,411,,45,192
5/17/2015,4134,,68,138
5/17/2015,4136,,,161
5/17/2015,4144,88,19,184
5/17/2015,4153,,,118
5/17/2015,4163,,,100
5/17/2015,4175,81,53,149
5/17/2015,4178,,80,146
5/17/2015,4179,,,169
5/17/2015,4180,50,25,142
5/17/2015,4182,58,37,
5/17/2015,4185,,,165
5/17/2015,4186,,30,
5/17/2015,42,46,21,138
5/17/2015,4207,,53,149
5/17/2015,4211,297,60,146
5/17/2015,422,,65,
5/17/2015,4224,,49,203
5/17/2015,4226,65,64,142
5/17/2015,4235,,21,139
5/17/2015,4259,,17,
5/17/2015,4260,,19,315
5/17/2015,4264,,45,142
5/17/2015,4289,,,157
5/17/2015,429,,408,
5/17/2015,4327,,64,
5/17/2015,4332,,22,150
5/17/2015,4337,,21,162
5/17/2015,4338,85,45,149
5/17/2015,4349,84,34,145
5/17/2015,4353,96,18,223
5/17/2015,4378,,22,
5/17/2015,4395,,29,154
5/17/2015,4398,58,21,142
5/17/2015,4399,,157,
5/17/2015,4418,,76,150
5/17/2015,442,,34,161
5/17/2015,4422,147,22,192
5/17/2015,4425,84,,
5/17/2015,4428,81,64,157
5/17/2015,4450,,57,188
5/17/2015,4451,378,,
5/17/2015,4452,58,41,142
5/17/2015,4466,,,153
5/17/2015,4474,,57,
5/17/2015,4493,39,33,180
5/17/2015,4495,,49,154
5/17/2015,4497,,,192
5/17/2015,4511,61,53,149
5/17/2015,4513,,,115
5/17/2015,4515,,,146
5/17/2015,4536,,177,161
5/17/2015,4538,,,111
5/17/2015,455,,29,207
5/17/2015,4565,,45,162
5/17/2015,4569,,,373
5/17/2015,4577,46,17,142
5/17/2015,458,,41,
5/17/2015,4586,,34,146
5/17/2015,4589,,56,146
5/17/2015,4590,,64,
5/17/2015,46,,334,239
5/17/2015,4603,,41,211
5/17/2015,4611,,49,146
5/17/2015,4613,,52,146
5/17/2015,462,,41,158
5/17/2015,4622,,,53
5/17/2015,4625,100,25,139
5/17/2015,4626,,,150
5/17/2015,4647,,,158
5/17/2015,4648,,,107
5/17/2015,4649,,,146
5/17/2015,466,,,142
5/17/2015,4667,,,22
5/17/2015,4669,,,26
5/17/2015,4674,,,146
5/17/2015,4679,,22,169
5/17/2015,4683,70,29,157
5/17/2015,4685,100,34,161
5/17/2015,4690,,,45
5/17/2015,4691,,,189
5/17/2015,4706,,41,
5/17/2015,471,,22,146
5/17/2015,4712,,68,223
5/17/2015,4713,,80,150
5/17/2015,4719,,53,
5/17/2015,4720,,53,
5/17/2015,4733,,41,146
5/17/2015,4739,,,145
5/17/2015,4748,,,238
5/17/2015,4761,,42,149
5/17/2015,4767,,,165
5/17/2015,4775,,22,
5/17/2015,4777,,,157
5/17/2015,4778,,,158
5/17/2015,4786,,21,
5/17/2015,4787,,,149
5/17/2015,4796,,57,153
5/17/2015,480,,60,150
5/17/2015,4801,,42,
5/17/2015,4803,,,362
5/17/2015,4805,,,157
5/17/2015,482,,,419
5/17/2015,4826,242,,
5/17/2015,484,,,145
5/17/2015,4841,,,146
5/17/2015,4860,,18,
5/17/2015,4863,,23,
5/17/2015,487,,,115
5/17/2015,488,,,142
5/17/2015,4884,,37,173
5/17/2015,4891,,,145
5/17/2015,4899,,61,
5/17/2015,4914,,65,
5/17/2015,492,,72,219
5/17/2015,4926,,18,146
5/17/2015,4929,70,17,142
5/17/2015,493,,37,150
5/17/2015,4951,,41,
5/17/2015,4961,61,,
5/17/2015,4967,,,146
5/17/2015,4970,,33,215
5/17/2015,4982,,,176
5/17/2015,4984,,26,
5/17/2015,4998,,72,145
5/17/2015,4999,,,150
5/17/2015,50,,53,146
5/17/2015,5016,,,145
5/17/2015,5021,54,,
5/17/2015,5060,,,64
5/17/2015,5061,,91,146
5/17/2015,5062,,,146
5/17/2015,5088,,33,
5/17/2015,5090,,18,204
5/17/2015,5092,131,,
5/17/2015,5102,,37,
5/17/2015,5104,,38,
5/17/2015,5113,,,115
5/17/2015,5131,46,26,184
5/17/2015,5141,73,84,
5/17/2015,5143,57,80,
5/17/2015,5180,,22,
5/17/2015,5182,,61,
5/17/2015,5183,,23,
5/17/2015,5199,65,61,142
5/17/2015,5200,88,53,204
5/17/2015,5201,69,25,
5/17/2015,5206,,64,
5/17/2015,5236,50,,
5/17/2015,5252,,26,195
5/17/2015,5257,,23,145
5/17/2015,5261,,,80
5/17/2015,5274,300,61,
5/17/2015,5280,42,18,204
5/17/2015,5285,73,173,
5/17/2015,5286,,,196
5/17/2015,5287,103,19,195
5/17/2015,5299,96,64,150
5/17/2015,5303,65,30,192
5/17/2015,5309,96,72,
5/17/2015,5311,,25,146
5/17/2015,5314,,,145
5/17/2015,5316,77,76,157
5/17/2015,5323,,,153
5/17/2015,5330,76,22,196
5/17/2015,5345,,34,
5/17/2015,5349,61,49,153
5/17/2015,5350,,56,
5/17/2015,5363,,227,
5/17/2015,5367,,33,173
5/17/2015,5378,,80,157
5/17/2015,5380,,,142
5/17/2015,5384,,60,142
5/17/2015,5389,,,157
5/17/2015,5404,,34,
5/17/2015,5405,76,77,145
5/17/2015,541,49,,
5/17/2015,5410,81,64,
5/17/2015,5422,,,146
5/17/2015,5441,,,381
5/17/2015,545,,,149
5/17/2015,5450,127,,
5/17/2015,5451,,76,145
5/17/2015,5471,,,153
5/17/2015,5473,85,41,146
5/17/2015,5483,,37,146
5/17/2015,5486,77,,
5/17/2015,5487,,22,
5/17/2015,5496,,361,
5/17/2015,55,65,84,
5/17/2015,5502,61,26,153
5/17/2015,5505,,57,
5/17/2015,5517,65,33,142
5/17/2015,5518,,53,
5/17/2015,552,,30,153
5/17/2015,5521,100,53,154
5/17/2015,5535,57,72,146
5/17/2015,5536,131,22,200
5/17/2015,5562,,40,139
5/17/2015,5572,,30,
5/17/2015,5585,69,41,150
5/17/2015,5587,,,165
5/17/2015,5608,,76,
