Date,TripID,Camp2Mnt,Mnt2Park,Park2Euclid
5/12/2015,1004,,,207
5/12/2015,101,168,,137
5/12/2015,1015,,123,218
5/12/2015,102,,50,466
5/12/2015,1024,,,218
5/12/2015,1036,,,118
5/12/2015,1045,,120,
5/12/2015,106,105,227,
5/12/2015,1061,,38,
5/12/2015,1078,,34,
5/12/2015,1100,,88,
5/12/2015,1122,,22,
5/12/2015,1130,,,176
5/12/2015,1131,,,218
5/12/2015,1133,40,,
5/12/2015,1139,,,56
5/12/2015,1144,151,,
5/12/2015,1147,267,108,
5/12/2015,1154,,92,226
5/12/2015,1157,541,,
5/12/2015,1158,,,246
5/12/2015,1166,,108,
5/12/2015,1168,25,,
5/12/2015,1173,,104,
5/12/2015,1187,,,26
5/12/2015,119,,,234
5/12/2015,1198,,,149
5/12/2015,1199,,,52
5/12/2015,1200,105,73,223
5/12/2015,1203,,34,
5/12/2015,1205,,42,
5/12/2015,1213,,100,207
5/12/2015,1216,,,91
5/12/2015,1217,,,215
5/12/2015,1227,67,69,
5/12/2015,1234,,34,
5/12/2015,1235,118,,
5/12/2015,1237,,626,
5/12/2015,1246,,,76
5/12/2015,1247,,,195
5/12/2015,1250,,38,
5/12/2015,1251,,31,183
5/12/2015,1254,,54,160
5/12/2015,1258,90,115,41
5/12/2015,1263,82,,
5/12/2015,1266,48,77,
5/12/2015,1273,,34,
5/12/2015,1276,,84,161
5/12/2015,1279,229,16,234
5/12/2015,1281,,,60
5/12/2015,1284,,,211
5/12/2015,1286,167,134,
5/12/2015,1295,,96,
5/12/2015,1296,,,149
5/12/2015,1308,,43,
5/12/2015,1315,,,180
5/12/2015,1317,206,,
5/12/2015,1320,,,88
5/12/2015,1321,67,31,
5/12/2015,1323,,,179
5/12/2015,1324,,38,203
5/12/2015,1342,,103,227
5/12/2015,135,,104,215
5/12/2015,1355,,,37
5/12/2015,139,75,35,
5/12/2015,1395,,19,
5/12/2015,1398,349,76,
5/12/2015,1399,,,145
5/12/2015,1403,,,114
5/12/2015,1404,,,284
5/12/2015,1410,,42,
5/12/2015,1426,82,96,149
5/12/2015,1431,,22,157
5/12/2015,1438,,,246
5/12/2015,1445,,,272
5/12/2015,1446,,189,
5/12/2015,1448,78,104,
5/12/2015,1455,229,,
5/12/2015,1462,,621,
5/12/2015,1464,,66,
5/12/2015,1477,,38,215
5/12/2015,1485,,,176
5/12/2015,1499,,57,
5/12/2015,1500,48,50,160
5/12/2015,1502,,,184
5/12/2015,1509,,,37
5/12/2015,1510,,,157
5/12/2015,1511,,,53
5/12/2015,1512,,,234
5/12/2015,1513,,92,292
5/12/2015,1517,,,176
5/12/2015,1525,121,115,218
5/12/2015,1526,,58,
5/12/2015,1538,,31,
5/12/2015,1543,,100,145
5/12/2015,1544,,115,
5/12/2015,1555,182,24,
5/12/2015,1556,36,85,
5/12/2015,1558,,46,203
5/12/2015,1559,47,,
5/12/2015,1568,,54,141
5/12/2015,1583,109,27,
5/12/2015,1586,,,18
5/12/2015,1618,233,,
5/12/2015,1623,,58,
5/12/2015,1647,,39,
5/12/2015,1664,,97,168
5/12/2015,1666,,42,
5/12/2015,1683,,46,
5/12/2015,1684,,,157
5/12/2015,1685,422,38,
5/12/2015,169,60,254,
5/12/2015,17,,31,
5/12/2015,1714,,62,
5/12/2015,1716,,45,
5/12/2015,1729,,,180
5/12/2015,1749,,96,
5/12/2015,175,275,46,176
5/12/2015,1755,28,,
5/12/2015,1766,,54,223
5/12/2015,1768,,,257
5/12/2015,1772,,80,
5/12/2015,1775,,96,
5/12/2015,1791,,73,
5/12/2015,1805,,96,211
5/12/2015,1807,48,,
5/12/2015,1808,,,145
5/12/2015,1815,,77,199
5/12/2015,1818,54,104,145
5/12/2015,182,155,81,138
5/12/2015,1820,24,,
5/12/2015,1832,,81,
5/12/2015,1836,,85,222
5/12/2015,1839,,,60
5/12/2015,1846,,100,142
5/12/2015,1853,,,17
5/12/2015,1859,,54,
5/12/2015,1868,116,89,168
5/12/2015,189,,,17
5/12/2015,1894,,22,
5/12/2015,19,,62,145
5/12/2015,190,,,141
5/12/2015,1901,51,,
5/12/2015,1904,,50,
5/12/2015,1928,,43,184
5/12/2015,1937,,77,153
5/12/2015,1938,,,180
5/12/2015,1953,,177,
5/12/2015,1954,,88,
5/12/2015,1972,256,,
5/12/2015,1973,,57,231
5/12/2015,1986,,31,222
5/12/2015,1990,24,,
5/12/2015,1991,,39,172
5/12/2015,1998,74,46,219
5/12/2015,2000,,23,142
5/12/2015,2001,83,53,146
5/12/2015,2018,,89,211
5/12/2015,2034,,84,250
5/12/2015,2038,,138,
5/12/2015,204,63,58,206
5/12/2015,2046,244,,
5/12/2015,2055,,42,141
5/12/2015,2057,,,222
5/12/2015,2059,,88,
5/12/2015,2060,,116,145
5/12/2015,2067,,88,219
5/12/2015,2070,59,,
5/12/2015,2071,252,,
5/12/2015,2073,,224,
5/12/2015,2075,54,54,172
5/12/2015,2077,132,,
5/12/2015,2078,,,176
5/12/2015,2089,,,173
5/12/2015,2093,124,112,206
5/12/2015,2098,110,76,138
5/12/2015,2109,,27,
5/12/2015,2110,,104,223
5/12/2015,2111,,,272
5/12/2015,2126,55,,
5/12/2015,2129,,,153
5/12/2015,2134,,,218
5/12/2015,2161,279,,
5/12/2015,2169,,104,
5/12/2015,2187,,,68
5/12/2015,2188,,46,
5/12/2015,22,,39,
5/12/2015,2200,,,18
5/12/2015,2205,114,,
5/12/2015,2206,,73,
5/12/2015,2210,190,92,142
5/12/2015,2211,218,,30
5/12/2015,2218,,104,238
5/12/2015,2224,,,179
5/12/2015,2244,,366,
5/12/2015,2245,,115,
5/12/2015,2251,116,,
5/12/2015,2258,,,137
5/12/2015,226,,28,
5/12/2015,2264,59,131,
5/12/2015,2277,206,96,215
5/12/2015,2287,,,237
5/12/2015,2317,,85,145
5/12/2015,2321,,19,180
5/12/2015,2324,,,214
5/12/2015,2326,40,54,203
5/12/2015,2331,,24,
5/12/2015,2332,,34,142
5/12/2015,2334,,50,191
5/12/2015,2337,,,249
5/12/2015,2339,,96,
5/12/2015,2354,,27,
5/12/2015,2405,326,69,149
5/12/2015,2415,,19,180
5/12/2015,2419,,66,218
5/12/2015,244,,35,
5/12/2015,2457,101,170,238
5/12/2015,2458,,,219
5/12/2015,2462,,19,215
5/12/2015,2463,136,27,
5/12/2015,2474,267,,
5/12/2015,2480,,31,
5/12/2015,2485,,88,
5/12/2015,2498,198,,
5/12/2015,25,,81,
5/12/2015,2507,70,,
5/12/2015,2508,,,98
5/12/2015,2516,,162,
5/12/2015,2525,,54,
5/12/2015,253,,19,249
5/12/2015,2547,55,,
5/12/2015,2549,,84,150
5/12/2015,2553,,,137
5/12/2015,2560,90,,
5/12/2015,2564,,,149
5/12/2015,2575,,84,146
5/12/2015,2581,,,118
5/12/2015,2584,,,49
5/12/2015,2587,,31,
5/12/2015,2593,,81,
5/12/2015,2594,70,131,222
5/12/2015,2600,104,,
5/12/2015,2620,,103,219
5/12/2015,2651,78,42,211
5/12/2015,2669,29,,
5/12/2015,2677,17,,
5/12/2015,2695,,,145
5/12/2015,2716,,77,
5/12/2015,2717,,,169
5/12/2015,2718,,,41
5/12/2015,272,128,96,261
5/12/2015,2724,,73,
5/12/2015,2727,,108,156
5/12/2015,2730,,,183
5/12/2015,2746,,39,
5/12/2015,2751,,,230
5/12/2015,2759,,54,
5/12/2015,2770,,,48
5/12/2015,2771,,69,
5/12/2015,2794,,39,
5/12/2015,2804,137,76,172
5/12/2015,2807,,73,223
5/12/2015,282,82,54,211
5/12/2015,2828,,,83
5/12/2015,2829,,46,
5/12/2015,2853,,131,207
5/12/2015,2858,,,18
5/12/2015,2867,,,156
5/12/2015,2872,67,103,192
5/12/2015,2875,64,34,191
5/12/2015,2908,155,27,188
5/12/2015,2913,82,96,222
5/12/2015,292,,,276
5/12/2015,2944,,,253
5/12/2015,2954,,77,145
5/12/2015,2969,82,100,153
5/12/2015,2970,74,,
5/12/2015,2971,,,149
5/12/2015,2972,,88,
5/12/2015,2980,109,27,
5/12/2015,30,,81,
5/12/2015,3000,,,227
5/12/2015,3003,116,61,204
5/12/2015,3011,,19,
5/12/2015,3019,,188,230
5/12/2015,3024,,50,
5/12/2015,3033,51,,
5/12/2015,3075,55,31,203
5/12/2015,3082,,,161
5/12/2015,3084,97,77,214
5/12/2015,3088,,,49
5/12/2015,3089,,19,
5/12/2015,3090,,46,168
5/12/2015,3098,36,,
5/12/2015,3100,,46,157
5/12/2015,3101,,62,257
5/12/2015,3103,,34,207
5/12/2015,3111,353,38,
5/12/2015,3113,,,284
5/12/2015,3115,,77,
5/12/2015,3132,21,,
5/12/2015,3133,,173,
5/12/2015,3141,,,296
5/12/2015,3142,,42,
5/12/2015,3153,,,199
5/12/2015,3165,,,219
5/12/2015,3167,,120,
5/12/2015,3172,75,92,
5/12/2015,3180,367,,
5/12/2015,32,,,195
5/12/2015,3202,,,41
5/12/2015,3225,,62,218
5/12/2015,3253,,,149
5/12/2015,3261,,43,
5/12/2015,3269,,,53
5/12/2015,3270,,,29
5/12/2015,3275,90,115,
5/12/2015,3276,,31,
5/12/2015,3292,,84,
5/12/2015,3299,,77,
5/12/2015,3303,,,207
5/12/2015,3310,136,,
5/12/2015,3315,,69,165
5/12/2015,3323,,,203
5/12/2015,333,,46,222
5/12/2015,3337,,93,145
5/12/2015,334,,92,219
5/12/2015,3348,,38,161
5/12/2015,3354,,,245
5/12/2015,3356,,77,
5/12/2015,3359,,81,145
5/12/2015,336,136,73,141
5/12/2015,3375,,,141
5/12/2015,3377,,23,
5/12/2015,3399,,50,
5/12/2015,3404,113,108,
5/12/2015,3408,40,,
5/12/2015,3411,24,,83
5/12/2015,3417,,16,
5/12/2015,3429,,85,
5/12/2015,3436,,96,211
5/12/2015,3449,63,50,199
5/12/2015,3455,90,92,153
5/12/2015,3459,,73,
5/12/2015,3462,,,214
5/12/2015,3468,,23,
5/12/2015,3470,,69,215
5/12/2015,3486,,27,207
5/12/2015,3493,,53,153
5/12/2015,3507,,,230
5/12/2015,3519,,,118
5/12/2015,3528,,,79
5/12/2015,354,50,,
5/12/2015,3545,144,81,145
5/12/2015,3547,,39,
5/12/2015,3553,,,292
5/12/2015,3561,,123,
5/12/2015,3570,,54,
5/12/2015,3572,71,69,
5/12/2015,3588,,,180
5/12/2015,3606,94,,
5/12/2015,3644,,,237
5/12/2015,3652,,92,
5/12/2015,3666,,,184
5/12/2015,3684,,61,
5/12/2015,3703,,38,
5/12/2015,3704,,,215
5/12/2015,3711,,73,137
5/12/2015,3733,71,46,
5/12/2015,3736,71,73,253
5/12/2015,3745,,,180
5/12/2015,3773,123,109,214
5/12/2015,3774,,,53
5/12/2015,3777,,398,
5/12/2015,3778,,85,
5/12/2015,3780,,,25
5/12/2015,379,63,84,227
5/12/2015,3793,,92,207
5/12/2015,3801,135,35,
5/12/2015,3834,,35,
5/12/2015,3840,,92,222
5/12/2015,3841,,65,
5/12/2015,3851,,,157
5/12/2015,3871,190,154,153
5/12/2015,3872,,,153
5/12/2015,3880,78,93,230
5/12/2015,3898,113,50,145
5/12/2015,3901,,100,
5/12/2015,3904,244,,
5/12/2015,3906,,,257
5/12/2015,3922,143,58,215
5/12/2015,3934,,69,
5/12/2015,3942,,,180
5/12/2015,3963,,,180
5/12/2015,3966,75,84,149
5/12/2015,3969,,26,173
5/12/2015,3976,,89,234
5/12/2015,3980,62,93,481
5/12/2015,4002,,,45
5/12/2015,4005,128,119,238
5/12/2015,4028,156,76,145
5/12/2015,4033,135,278,223
5/12/2015,4038,,,165
5/12/2015,4047,105,119,
5/12/2015,4051,56,49,196
5/12/2015,4063,85,43,211
5/12/2015,4076,58,62,211
5/12/2015,411,263,19,153
5/12/2015,4111,,,49
5/12/2015,412,,,26
5/12/2015,4120,63,,203
5/12/2015,4122,132,19,214
5/12/2015,4133,,,118
5/12/2015,4134,,24,269
5/12/2015,4137,89,123,551
5/12/2015,4142,252,31,218
5/12/2015,4145,151,101,206
5/12/2015,4146,66,,
5/12/2015,415,,,238
5/12/2015,4172,,,64
5/12/2015,4176,,23,199
5/12/2015,4192,,,44
5/12/2015,4201,120,120,
5/12/2015,4208,32,,
5/12/2015,4209,,85,153
5/12/2015,4210,,,231
5/12/2015,4215,275,142,
5/12/2015,4217,48,22,192
5/12/2015,4218,132,27,215
5/12/2015,4232,,27,238
5/12/2015,4280,,,241
5/12/2015,4281,79,69,222
5/12/2015,4285,,,199
5/12/2015,4291,47,,
5/12/2015,4294,,58,
5/12/2015,43,,,203
5/12/2015,430,63,34,153
5/12/2015,4322,,42,
5/12/2015,4323,182,181,207
5/12/2015,4350,,27,196
5/12/2015,4361,,42,145
5/12/2015,4389,,84,165
5/12/2015,439,139,23,145
5/12/2015,4406,,,218
5/12/2015,4442,78,31,218
5/12/2015,4473,,76,207
5/12/2015,4487,109,,
5/12/2015,4494,,,218
5/12/2015,4503,,,164
5/12/2015,4510,55,,
5/12/2015,4521,,,22
5/12/2015,4524,94,73,
5/12/2015,4529,,,22
5/12/2015,4547,,,21
5/12/2015,4549,,35,
5/12/2015,4550,,77,
5/12/2015,456,225,,
5/12/2015,4565,109,81,188
5/12/2015,4572,,46,207
5/12/2015,4577,,,18
5/12/2015,459,236,,
5/12/2015,4643,,50,
5/12/2015,4649,17,,
5/12/2015,4652,,127,219
5/12/2015,4655,,97,222
5/12/2015,4666,102,69,
5/12/2015,4671,55,92,218
5/12/2015,4676,,112,149
5/12/2015,4683,,,199
5/12/2015,4699,143,,
5/12/2015,47,,,188
5/12/2015,4712,,189,292
5/12/2015,472,,111,
5/12/2015,4740,,,199
5/12/2015,4741,,,45
5/12/2015,4743,148,69,137
5/12/2015,4782,,108,145
5/12/2015,4783,,,203
5/12/2015,4791,,115,
5/12/2015,4794,,,56
5/12/2015,4803,,46,234
5/12/2015,4810,112,,
5/12/2015,482,,116,
5/12/2015,4825,,77,226
5/12/2015,4838,,84,
5/12/2015,485,52,85,
5/12/2015,4858,,46,199
5/12/2015,488,221,19,134
5/12/2015,4889,71,42,
5/12/2015,4891,,69,
5/12/2015,4892,,22,
5/12/2015,490,63,50,122
5/12/2015,4914,,,188
5/12/2015,4919,,103,142
5/12/2015,496,,173,207
5/12/2015,4960,,85,214
5/12/2015,4963,,77,141
5/12/2015,4969,163,100,207
5/12/2015,5005,28,,
5/12/2015,5020,,46,
5/12/2015,5022,,73,207
5/12/2015,5023,,,45
5/12/2015,5024,,119,234
5/12/2015,5035,,,145
5/12/2015,5037,59,31,141
5/12/2015,5054,,93,
5/12/2015,5074,,,253
5/12/2015,5079,43,,
5/12/2015,5080,83,49,138
5/12/2015,5083,,35,160
5/12/2015,5091,124,104,149
5/12/2015,5098,17,,
5/12/2015,5109,136,19,218
5/12/2015,5116,,,157
5/12/2015,5125,,,230
5/12/2015,5143,121,,
5/12/2015,5148,,,218
5/12/2015,5153,101,30,215
5/12/2015,5163,,104,219
5/12/2015,5168,,120,210
5/12/2015,5176,,27,
5/12/2015,5177,,85,
5/12/2015,5188,,49,
5/12/2015,5199,,92,226
5/12/2015,5209,,100,
5/12/2015,521,,27,179
5/12/2015,5218,98,27,168
5/12/2015,5228,,,34
5/12/2015,5229,,,25
5/12/2015,5231,,,18
5/12/2015,5255,,,119
5/12/2015,5281,,,53
5/12/2015,5294,110,42,199
5/12/2015,5318,,,246
5/12/2015,5319,,,22
5/12/2015,5320,,100,138
5/12/2015,5323,,69,
5/12/2015,534,133,,
5/12/2015,5347,,,153
5/12/2015,5361,,93,141
5/12/2015,5365,,104,134
5/12/2015,5368,97,23,204
5/12/2015,5373,,,60
5/12/2015,5403,109,,
5/12/2015,5407,,20,191
5/12/2015,5411,,,176
5/12/2015,5413,,81,149
5/12/2015,5417,,,149
5/12/2015,5440,,,249
5/12/2015,5455,97,35,
5/12/2015,546,,92,215
5/12/2015,5470,,177,
5/12/2015,5472,,34,145
5/12/2015,5474,,69,150
5/12/2015,548,,165,
5/12/2015,5485,,,33
5/12/2015,549,183,,
5/12/2015,5490,,104,207
5/12/2015,5498,,73,141
5/12/2015,5504,,16,
5/12/2015,5515,,,210
5/12/2015,553,,47,180
5/12/2015,5541,,,261
5/12/2015,5554,164,81,149
5/12/2015,5574,48,46,
5/12/2015,5575,139,97,137
5/12/2015,558,,104,214
5/12/2015,5580,,50,250
5/12/2015,5587,,81,215
5/12/2015,5588,,,26
5/12/2015,5600,275,35,176
5/12/2015,5608,136,46,218
5/12/2015,563,,35,210
5/12/2015,5635,,88,211
5/12/2015,5639,,69,
5/12/2015,5649,109,77,218
5/12/2015,5653,81,100,261
5/12/2015,5656,,112,222
5/12/2015,5657,,81,145
5/12/2015,5663,66,93,218
5/12/2015,568,,467,
5/12/2015,5688,,65,146
5/12/2015,569,,104,215
5/12/2015,5694,,62,
5/12/2015,5701,89,,177
5/12/2015,5707,55,69,
5/12/2015,571,,112,249
5/12/2015,5715,60,,
5/12/2015,5724,,,118
5/12/2015,5729,278,77,265
5/12/2015,5732,398,100,
5/12/2015,5742,237,34,157
5/12/2015,5759,70,69,180
5/12/2015,5767,167,77,223
5/12/2015,5769,167,57,227
5/12/2015,5773,,50,215
5/12/2015,5777,,,110
5/12/2015,5778,,,141
5/12/2015,5793,,30,
5/12/2015,5799,,93,
5/12/2015,5804,128,23,203
5/12/2015,5818,105,119,234
5/12/2015,5825,,,187
5/12/2015,5843,59,92,
5/12/2015,5851,140,54,215
5/12/2015,5873,,84,142
5/12/2015,5880,98,49,
5/12/2015,5882,,124,218
5/12/2015,5888,,61,222
5/12/2015,5891,,57,207
5/12/2015,5895,,31,
5/12/2015,5912,,,76
5/12/2015,5916,237,127,207
5/12/2015,5918,,,211
5/12/2015,5920,106,38,219
5/12/2015,5941,,,168
5/12/2015,5946,,31,184
5/12/2015,5953,,24,207
5/12/2015,5955,,,145
5/12/2015,5957,,,18
5/12/2015,5968,51,131,
5/12/2015,5976,,50,
5/12/2015,5984,,166,
5/12/2015,5986,,46,
5/12/2015,599,,50,207
5/12/2015,5991,55,97,214
5/12/2015,5992,,,57
5/12/2015,5995,,,22
5/12/2015,6016,63,335,215
5/12/2015,6021,,131,
5/12/2015,6024,67,,
5/12/2015,6025,,,153
5/12/2015,6040,275,,
5/12/2015,6046,,308,331
5/12/2015,6051,,31,218
5/12/2015,6058,,84,223
5/12/2015,606,,35,157
5/12/2015,6073,,,91
5/12/2015,6077,,66,215
5/12/2015,6081,,173,203
5/12/2015,6089,52,42,191
5/12/2015,61,,127,211
5/12/2015,6106,171,,
5/12/2015,611,,54,
5/12/2015,6121,,,106
5/12/2015,6124,85,54,211
5/12/2015,6125,,73,
5/12/2015,614,,61,
5/12/2015,615,51,,
5/12/2015,6156,,73,146
5/12/2015,6161,,73,188
5/12/2015,6182,,38,639
5/12/2015,6183,,,137
5/12/2015,6202,,101,222
5/12/2015,6223,,,68
5/12/2015,6227,20,,
5/12/2015,6234,,50,210
5/12/2015,6240,55,92,230
5/12/2015,6258,147,112,218
5/12/2015,6261,,19,199
5/12/2015,6277,,,26
5/12/2015,6281,,119,
5/12/2015,6298,,100,
5/12/2015,6303,,80,211
5/12/2015,6340,,,231
5/12/2015,6344,120,38,
5/12/2015,6354,,135,
5/12/2015,6363,,31,203
5/12/2015,6366,,16,
5/12/2015,6371,,,71
5/12/2015,6372,,,173
5/12/2015,6373,,,291
5/12/2015,6377,,,84
5/12/2015,6380,,70,211
5/12/2015,6393,,177,299
5/12/2015,6408,24,,
5/12/2015,6421,,92,
5/12/2015,6425,,31,
5/12/2015,6427,,,29
5/12/2015,6429,,54,
5/12/2015,6431,,27,218
5/12/2015,6434,,,146
5/12/2015,6437,,,192
5/12/2015,6448,90,88,
5/12/2015,6453,,,296
5/12/2015,6503,,54,165
5/12/2015,6504,,104,330
5/12/2015,6507,,115,
5/12/2015,6521,,,87
5/12/2015,6528,,73,
5/12/2015,6551,21,,
5/12/2015,66,113,38,207
5/12/2015,6611,,27,
5/12/2015,662,,97,
5/12/2015,6625,,111,
5/12/2015,6655,,77,
5/12/2015,6659,,,180
5/12/2015,6660,,,141
5/12/2015,6664,,,223
5/12/2015,6669,,54,
5/12/2015,6672,,61,
5/12/2015,6678,,,161
5/12/2015,669,,490,257
5/12/2015,6700,121,,
5/12/2015,6701,,31,153
5/12/2015,6702,,42,
5/12/2015,6724,,,68
5/12/2015,6726,,104,199
5/12/2015,6739,233,,246
5/12/2015,674,,84,
5/12/2015,6763,,,83
5/12/2015,6764,,146,238
5/12/2015,6782,,,91
5/12/2015,6794,,,246
5/12/2015,6796,,,184
5/12/2015,6810,,69,222
5/12/2015,6814,,123,
5/12/2015,6818,,58,172
5/12/2015,6822,,42,
5/12/2015,684,,35,
5/12/2015,6843,20,,
5/12/2015,6857,,77,199
5/12/2015,6858,,69,
5/12/2015,6860,592,235,
5/12/2015,6877,89,,
5/12/2015,6886,28,,
5/12/2015,6887,105,123,207
5/12/2015,6889,,,45
5/12/2015,6890,,62,153
5/12/2015,6914,,127,
5/12/2015,6918,,34,
5/12/2015,693,,77,
5/12/2015,6934,156,138,
5/12/2015,694,,,153
5/12/2015,6941,59,92,207
5/12/2015,6942,,,573
5/12/2015,695,,,195
5/12/2015,6955,426,73,218
5/12/2015,6964,,,179
5/12/2015,6969,,27,172
5/12/2015,6987,,49,207
5/12/2015,7026,129,,
5/12/2015,7033,78,92,230
5/12/2015,7054,229,,
5/12/2015,7055,,42,211
5/12/2015,7057,,46,180
5/12/2015,7097,,108,
5/12/2015,7104,,31,
5/12/2015,7107,,,276
5/12/2015,7123,,,141
5/12/2015,7124,,62,408
5/12/2015,713,,35,214
5/12/2015,7143,,,230
5/12/2015,7144,,46,211
5/12/2015,7146,,,184
5/12/2015,7151,,,285
5/12/2015,7153,,27,180
5/12/2015,7161,,34,365
5/12/2015,7175,,96,206
5/12/2015,719,,,161
5/12/2015,7192,,65,199
5/12/2015,7249,174,69,180
5/12/2015,7276,87,42,206
5/12/2015,7297,112,,
5/12/2015,7304,67,96,234
5/12/2015,7312,,50,156
5/12/2015,7334,,,191
5/12/2015,7341,125,88,141
5/12/2015,7343,,,291
5/12/2015,736,,123,219
5/12/2015,737,,,218
5/12/2015,7376,,19,157
5/12/2015,7377,,,25
5/12/2015,738,,,199
5/12/2015,7397,,77,222
5/12/2015,7416,,38,223
5/12/2015,7421,48,,
5/12/2015,7437,249,,
5/12/2015,7438,,,265
5/12/2015,7441,194,73,203
5/12/2015,7482,,77,
5/12/2015,7498,,,26
5/12/2015,7499,86,61,149
5/12/2015,7513,,34,188
5/12/2015,7521,,54,
5/12/2015,7522,117,112,
5/12/2015,7540,,54,
5/12/2015,7547,,170,210
5/12/2015,7550,44,143,
5/12/2015,7551,,123,
5/12/2015,7553,,,187
5/12/2015,7559,70,27,153
5/12/2015,7564,214,38,
5/12/2015,7566,52,53,203
5/12/2015,7570,91,69,137
5/12/2015,7578,110,50,218
5/12/2015,7579,121,38,230
5/12/2015,7583,,88,223
5/12/2015,7595,,,350
5/12/2015,760,79,,
5/12/2015,7611,,77,
5/12/2015,7616,,61,
5/12/2015,7621,,,180
5/12/2015,7624,,23,203
5/12/2015,7625,,38,165
5/12/2015,7638,,31,
5/12/2015,7640,136,31,
5/12/2015,7641,,,211
5/12/2015,765,,69,207
5/12/2015,7660,,46,196
5/12/2015,7668,,38,
5/12/2015,7670,,,176
5/12/2015,7677,,42,176
5/12/2015,7684,,100,215
5/12/2015,7693,100,31,609
5/12/2015,784,,35,
5/12/2015,787,,27,
5/12/2015,819,63,,
5/12/2015,82,21,,
5/12/2015,829,,192,223
5/12/2015,836,,39,
5/12/2015,863,,,141
5/12/2015,874,,390,
5/12/2015,882,,,211
5/12/2015,910,,85,
5/12/2015,920,,108,
5/12/2015,921,,39,230
5/12/2015,924,,,249
5/12/2015,926,,416,
5/12/2015,927,,,180
5/12/2015,929,,46,
5/12/2015,938,,,21
5/12/2015,939,,,199
5/12/2015,95,,69,141
5/12/2015,952,,,237
5/12/2015,956,141,84,145
5/12/2015,961,56,57,
5/12/2015,966,51,,
5/12/2015,969,,,223
5/12/2015,973,291,,
5/12/2015,976,,,238
5/12/2015,981,90,119,
5/12/2015,991,,88,234
5/13/2015,1012,,44,149
5/13/2015,1016,,133,
5/13/2015,1020,,191,
5/13/2015,1048,402,25,
5/13/2015,1055,,,95
5/13/2015,1057,,,25
5/13/2015,1061,,137,226
5/13/2015,1065,122,,
5/13/2015,1080,,37,76
5/13/2015,1081,,,72
5/13/2015,1082,63,122,
5/13/2015,1086,180,171,
5/13/2015,1089,105,79,
5/13/2015,1090,,,152
5/13/2015,1096,160,,
5/13/2015,11,,,226
5/13/2015,1103,164,,
5/13/2015,1110,63,110,164
5/13/2015,1115,,44,
5/13/2015,1119,,,148
5/13/2015,1132,,62,
5/13/2015,1133,,117,
5/13/2015,1136,52,113,230
5/13/2015,1151,140,118,
5/13/2015,1166,164,78,
5/13/2015,1168,76,74,
5/13/2015,118,82,99,144
5/13/2015,1187,,26,152
5/13/2015,1189,,,206
5/13/2015,1190,,59,
5/13/2015,1192,,,60
5/13/2015,1199,,70,
5/13/2015,1208,,75,172
5/13/2015,1210,,,145
5/13/2015,1213,63,110,
5/13/2015,1214,,,245
5/13/2015,1221,,52,207
5/13/2015,1224,,45,141
5/13/2015,1225,,59,157
5/13/2015,123,,32,211
5/13/2015,1234,,71,222
5/13/2015,1235,,,83
5/13/2015,1253,,,500
5/13/2015,1266,,75,218
5/13/2015,127,,25,
5/13/2015,1281,,,148
5/13/2015,1282,,24,157
5/13/2015,1296,,24,
5/13/2015,131,,,191
5/13/2015,1315,,80,214
5/13/2015,1318,,392,
5/13/2015,1321,,260,230
5/13/2015,1329,,,376
5/13/2015,1331,,56,
5/13/2015,1338,,102,206
5/13/2015,134,56,59,203
5/13/2015,1340,,86,
5/13/2015,1345,68,28,
5/13/2015,1353,124,,
5/13/2015,1357,175,67,218
5/13/2015,1372,,,22
5/13/2015,1385,88,132,
5/13/2015,1386,,,110
5/13/2015,139,,,25
5/13/2015,1392,,114,
5/13/2015,14,85,41,153
5/13/2015,1402,67,67,
5/13/2015,1407,,37,206
5/13/2015,1414,,,218
5/13/2015,142,,,176
5/13/2015,1420,,202,
5/13/2015,1426,,44,
5/13/2015,1427,,25,
5/13/2015,1432,,136,
5/13/2015,1439,,218,
5/13/2015,1441,41,40,141
5/13/2015,1462,,21,179
5/13/2015,1464,,241,
5/13/2015,1466,,,210
5/13/2015,1475,,,22
5/13/2015,1476,140,311,233
5/13/2015,1478,,125,211
5/13/2015,1528,,25,
5/13/2015,153,,,200
5/13/2015,1530,,,25
5/13/2015,1535,,,211
5/13/2015,154,66,33,211
5/13/2015,1542,,83,
5/13/2015,1572,90,29,214
5/13/2015,1573,58,33,214
5/13/2015,1582,,141,218
5/13/2015,1584,,32,222
5/13/2015,1588,,126,
5/13/2015,1591,160,21,
5/13/2015,1597,,40,
5/13/2015,1599,,44,
5/13/2015,1608,,36,
5/13/2015,1622,,,218
5/13/2015,1625,,268,176
5/13/2015,1627,148,32,222
5/13/2015,1633,106,71,
5/13/2015,164,179,75,210
5/13/2015,1642,373,78,
5/13/2015,1658,183,210,226
5/13/2015,1660,,,261
5/13/2015,1661,,,141
5/13/2015,1664,66,37,
5/13/2015,1666,,,33
5/13/2015,167,76,63,145
5/13/2015,1677,,32,
5/13/2015,1680,,91,
5/13/2015,1695,,,95
5/13/2015,1702,,64,172
5/13/2015,1714,,179,234
5/13/2015,1731,,179,233
5/13/2015,1732,,,203
5/13/2015,1736,,,168
5/13/2015,1748,,70,149
5/13/2015,1749,,,102
5/13/2015,1783,,163,
5/13/2015,1788,,25,
5/13/2015,1795,,98,164
5/13/2015,1796,,71,
